Actor,Degree,DegreeCentrality,Closeness,PageRank,Betweenness
Duchess Dukes,0.03663003663003663,0.0002744387727098084,0.6696236722474163,0.05733908105482864,0.0
Travis Nelson,0.03296703296703297,0.0002469948954388276,0.7595739348370927,0.02736424351527871,0.0
Artiwara Kongmalai,0.0,0.0,0.0,0.0,0.0
Mikhail Evlanov,0.040293040293040296,0.00030188264998078925,0.0012294380871213895,0.06486223777538995,0.0
Jeffrey Rockland,0.029304029304029304,0.00021955101816784674,0.7361204724170386,0.03490365002636336,0.0
Bastian Steel,0.03663003663003663,0.0002744387727098084,0.5879716752352314,0.04704354506247281,0.0
Reese Hartwig,0.040293040293040296,0.00030188264998078925,0.7244542450265032,0.0477081517814557,0.0
Mia X,0.040293040293040296,0.00030188264998078925,0.7176184359294623,0.04230389978814472,0.0
Max Brown,0.06227106227106227,0.0004665459136066743,0.8031376082362216,0.07431393698658824,0.00238492481131232
Duane Stephens,0.02197802197802198,0.00016466326362588507,0.0006706025929753034,0.06486223777538992,0.0
Mark Oliver,0.040293040293040296,0.00030188264998078925,0.743602325980813,0.02198736072675845,0.0
Shuri Tanaka,0.029304029304029304,0.00021955101816784674,0.0008941367906337378,0.06486223777538998,0.0
Sourav Chakraborty,0.047619047619047616,0.000356770404522751,0.6820754610822914,0.11362465926903774,0.06295494114972948
Melanie Griffith,0.1282051282051282,0.0009605357044843295,0.8482643286474987,0.10202667040571986,0.0022289303358179633
Joe Egan,0.02564102564102564,0.0001921071408968659,0.7156907890852844,0.03471555840367365,0.0
Kevin Corrigan,0.3333333333333333,0.002497392831659257,0.9391040290032457,0.24391163978333835,0.025236954677989594
Timothy Castillo,0.03296703296703297,0.0002469948954388276,0.5604597297284801,0.038660058041568184,0.0
Jose Coronado,0.03296703296703297,0.0002469948954388276,0.6929254476967835,0.029292908043946353,0.0
David Wenham,0.11721611721611722,0.000878204072671387,0.8317415884516164,0.1305282435094124,0.006793023713998595
Marcelo D'Andrea,0.02564102564102564,0.0001921071408968659,0.5968412138876307,0.030380954817548968,0.0
Michele Knotz,0.04395604395604396,0.00032932652725177014,0.6411228693670109,0.06479159312172339,9.714245786219469e-05
Nevra Serezli,0.06227106227106227,0.0004665459136066743,0.6069593951834976,0.07904816517412142,0.00035535687894423036
G. Marimuthu,0.018315018315018316,0.0001372193863549042,0.5950745880354802,0.031195664516003245,0.0
Charles McDowell,0.05860805860805861,0.0004391020363356935,0.771538583929992,0.05091580113012219,0.0
LL Cool J,0.21611721611721613,0.0016191887589878697,0.8903806746821589,0.1610933789933776,0.006335497833408966
V.M. Badola,0.02564102564102564,0.0001921071408968659,0.6670665206649314,0.027840414010060106,0.0
Hee-ae Kim,0.03296703296703297,0.0002469948954388276,0.0011529658616066618,0.06521558624022868,0.0
Vincent Kok,0.040293040293040296,0.00030188264998078925,0.6504834572829807,0.07026666769651198,2.2113445842353628e-06
Peter Jaymes Jr.,0.04395604395604396,0.00032932652725177014,0.7343502017179341,0.04377905030047819,0.0
Tiffany Tenille,0.040293040293040296,0.00030188264998078925,0.6997852640328799,0.056757957317440634,0.0
Yuto Suzuki,0.040293040293040296,0.00030188264998078925,0.6068196379945539,0.028914996207783324,0.0
Dohee,0.029304029304029304,0.00021955101816784674,0.5448327003887552,0.04309281112616743,0.0
Zawe Ashton,0.06227106227106227,0.0004665459136066743,0.8121336361382987,0.0590617846934585,0.0009316149495477048
Sam Sarpong,0.014652014652014652,0.00010977550908392337,0.5711378187762947,0.03799917464825167,0.0
Katherine Boecher,0.03663003663003663,0.0002744387727098084,0.7950315447069162,0.03604265195752309,0.0
Ernesto Benjumea,0.12087912087912088,0.0009056479499423678,0.593234190192365,0.13715367879628337,0.0019280770326583047
Howard Jerome,0.03296703296703297,0.0002469948954388276,0.7043102897346665,0.02550576359139106,0.0
Rena Tanaka,0.02197802197802198,0.00016466326362588507,0.49686253775815914,0.0448826942633619,0.0
Mark Ghanimé,0.07326007326007326,0.0005488775454196168,0.7886697199958362,0.09797931249716127,0.0033531017193542305
Soubin Shahir,0.08424908424908426,0.0006312091772325593,0.6295792349159197,0.13452406693856625,0.009648123608177572
Sicily Johnson,0.06593406593406594,0.0004939897908776552,0.7179329254931687,0.0763912400614148,0.004783478575793837
Lisbeth Wulff,0.10989010989010989,0.0008233163181294253,0.7199752936844479,0.06783327023815038,0.0
Jade Chou,0.018315018315018316,0.0001372193863549042,0.44895434833329007,0.055437746302797165,0.0
Carmel Johnson,0.05128205128205128,0.0003842142817937318,0.4964271235580525,0.08919047156263142,1.1716295859739466e-07
Benicio Del Toro,0.31868131868131866,0.0023876173225753335,0.9393004912367698,0.19298013836362982,0.01134956475448513
Thom Barry,0.03296703296703297,0.0002469948954388276,0.7657633756553596,0.030420113019463475,0.0
Happy Salma,0.08791208791208792,0.0006586530545035403,0.5956740076849749,0.13428085681332538,0.009075347736390495
Bucci Franklin,0.06227106227106227,0.0004665459136066743,0.6751166701936892,0.06423477688122166,0.0025002882789509247
Beauty Gonzalez,0.029304029304029304,0.00021955101816784674,0.5125702930108662,0.0285022938720201,0.0
Yare Santana,0.02197802197802198,0.00016466326362588507,0.6879355351265464,0.025588667471517026,0.0
Sujan Mukherjee,0.05128205128205128,0.0003842142817937318,0.6353435670599086,0.0648932442730418,0.0004426238307769811
Isabel Chan,0.03296703296703297,0.0002469948954388276,0.6489686886044507,0.0346421390285422,0.0
Mark DeCarlo,0.040293040293040296,0.00030188264998078925,0.7817580334169508,0.030163747954798655,0.0
Fathimah Az Zahra,0.047619047619047616,0.000356770404522751,0.001452972284779824,0.06486223777538998,0.0
You,0.02564102564102564,0.0001921071408968659,0.5079037887071973,0.07440751859548236,0.00023148354381952486
Sthembiso Khoza,0.03296703296703297,0.0002469948954388276,0.001005903889462955,0.06486223777538996,0.0
Yoko Hikasa,0.5347985347985348,0.004006806081563203,0.6635249558025866,0.2815323940560148,0.0016527673251521952
Paige Meade,0.040293040293040296,0.00030188264998078925,0.6784566996116004,0.05557136228351136,0.0
Min Zio,0.05860805860805861,0.0004391020363356935,0.503409270225153,0.06227776458946108,0.0
Marshall Bell,0.06227106227106227,0.0004665459136066743,0.8431668486614686,0.05333474734343548,0.0007831908384589963
Cris Villonco,0.08424908424908426,0.0006312091772325593,0.5782564728778309,0.09456958747616842,0.0012832458646363715
Georgie Fuller,0.018315018315018316,0.0001372193863549042,0.0005588354941460861,0.06486223777538995,0.0
Reem Saadeh,0.02564102564102564,0.0001921071408968659,0.0007823696918045206,0.06486223777538994,0.0
Douglas Reith,0.04395604395604396,0.00032932652725177014,0.8079173608797067,0.033852352035029676,0.0
Hakan Salınmış,0.06227106227106227,0.0004665459136066743,0.6073881827154801,0.07364458678819896,4.0384717327786544e-05
Isabela Merced,0.029304029304029304,0.00021955101816784674,0.7403101011889858,0.02957664027537729,0.0
Chiung-Hsuan Hsieh,0.06227106227106227,0.0004665459136066743,0.5463969567490579,0.1091538513242586,0.0008576948884885208
Ray Contreras,0.01098901098901099,8.233163181294254e-05,0.0003353012964876517,0.06486223777538995,0.0
Conor McGregor,0.0,0.0,0.0,0.0,0.0
Yan An,0.029304029304029304,0.00021955101816784674,0.6016188344590403,0.05554912015106872,0.0
Navin Prabhakar,0.02564102564102564,0.0001921071408968659,0.7314480170390437,0.019924218232641074,0.0
Mia Dillon,0.03663003663003663,0.0002744387727098084,0.8141134123082707,0.02707280297367863,0.0
Pascal Demolon,0.02197802197802198,0.00016466326362588507,0.6386841509095985,0.04220960273739622,0.0
Chu Sheng-ping,0.02564102564102564,0.0001921071408968659,0.5662637095719436,0.04425003998032047,0.0
Estrella Solís,0.09523809523809523,0.000713540809045502,0.6517809618538132,0.10623543300265963,0.0005656189966564452
Donal Logue,0.23809523809523808,0.0017838520226137549,0.8998916222515847,0.16493081693036293,0.008227913331731963
James Marsters,0.03296703296703297,0.0002469948954388276,0.8264794109626395,0.02523903375895663,0.0
Peter Lawford,0.029304029304029304,0.00021955101816784674,0.6176939656270539,0.05638489219016462,0.0
Dermot Crowley,0.047619047619047616,0.000356770404522751,0.8255957285970157,0.041001886094157176,0.0
Carmina Barrios,0.03296703296703297,0.0002469948954388276,0.67186893822672,0.03093517677752759,0.0
Pakey Vázquez,0.15018315018315018,0.0011251989681102146,0.7279124785339434,0.1439624028533663,0.007814363310125269
Martin Swabey,0.03663003663003663,0.0002744387727098084,0.7108729051098314,0.05633045137863694,0.0
Krit Jeerapattananuwong,0.03296703296703297,0.0002469948954388276,0.39942143396077207,0.05938702061046939,0.0
Heba Nour,0.018315018315018316,0.0001372193863549042,0.5145500848896434,0.029891616178342767,0.0
Jacqueline Bracamontes,0.040293040293040296,0.00030188264998078925,0.5403689885576995,0.05253630117908594,0.0
Malu Valle,0.04395604395604396,0.00032932652725177014,0.0018204776605911484,0.06307491161562012,0.0
Ria Ricis,0.029304029304029304,0.00021955101816784674,0.5128001218253497,0.0501102381557932,0.0
Neha Bhasin,0.03296703296703297,0.0002469948954388276,0.6797158412344197,0.02358556296031746,0.0
Paula Pier,0.09523809523809523,0.000713540809045502,0.6823480409539409,0.0622155624915895,0.0
Chiranjit,0.04395604395604396,0.00032932652725177014,0.6352869660000838,0.047850459729425365,0.0
Amanda Hale,0.03296703296703297,0.0002469948954388276,0.7486814639147243,0.027718235294869338,0.0
Hannah Ware,0.08424908424908426,0.0006312091772325593,0.8018149108418434,0.08677600371364504,0.005146816520837542
Mehmet Bahattin Genç,0.03296703296703297,0.0002469948954388276,0.5254789770264412,0.06309890814765699,0.0
DMX,0.06227106227106227,0.0004665459136066743,0.831142831677602,0.05881070330942618,0.0006105949013770551
Donny Roelvink,0.029304029304029304,0.00021955101816784674,0.0008941367906337378,0.06844351737762047,0.0
Mikaela Hoover,0.04395604395604396,0.00032932652725177014,0.7408665892562487,0.04201815783555363,0.0
Fumi Nikaido,0.018315018315018316,0.0001372193863549042,0.6061854639097932,0.030793711540744593,0.0
Piercey Dalton,0.02564102564102564,0.0001921071408968659,0.705572854523761,0.035844098672950325,0.0
Bathsheba Garnett,0.03296703296703297,0.0002469948954388276,0.7339945023673725,0.03609914232315825,0.0
Sarah Trigger,0.03296703296703297,0.0002469948954388276,0.775839338512934,0.03946268613216195,0.0
Andrea Frankle,0.02564102564102564,0.0001921071408968659,0.7512657639512904,0.02241587748210949,0.0
Pooja Sawant,0.02564102564102564,0.0001921071408968659,0.6262553209075504,0.02946527428791055,0.0
Lucy Capri,0.02197802197802198,0.00016466326362588507,0.7873532983912346,0.019608419994270113,0.0
Alperen Efe Esmer,0.03663003663003663,0.0002744387727098084,0.0011176709882921721,0.06486223777538995,0.0
Michelle Wolf,0.054945054945054944,0.00041165815906471265,0.8272690050498157,0.03561073697825669,0.0
Victor Laplace,0.04395604395604396,0.00032932652725177014,0.5037355915864006,0.061058298008320536,0.0
Dreama Walker,0.03296703296703297,0.0002469948954388276,0.7653331144767327,0.03316231272694967,0.0
Riddlore,0.029304029304029304,0.00021955101816784674,0.0008941367906337378,0.06486223777538998,0.0
Emi Shimokura,0.014652014652014652,0.00010977550908392337,0.5911282969002188,0.030574058648361175,0.0
Pablo Tate,0.03296703296703297,0.0002469948954388276,0.5691455399061032,0.05353595982389854,0.0
Praewa Suthamphong,0.07692307692307693,0.0005763214226905977,0.4479622793500873,0.06516442361894537,0.0
Chinaza Uche,0.05860805860805861,0.0004391020363356935,0.753025070191567,0.06235131736823515,0.006532832713803572
Eliseo Mancilla De La Cruz,0.02564102564102564,0.0001921071408968659,0.6033945547757701,0.04383997311806106,0.0
Byeong-eun Park,0.03296703296703297,0.0002469948954388276,0.7163886278889735,0.04818728649804856,0.0
Junichi Kanemaru,0.029304029304029304,0.00021955101816784674,0.6439050300100918,0.022996031682066563,0.0
Dion Johnstone,0.03296703296703297,0.0002469948954388276,0.7118371373375689,0.04219979564142383,0.0
Adam Demos,0.04395604395604396,0.00032932652725177014,0.7664169432590485,0.06705570903198943,0.00826311291913188
Sabriye Günüç,0.029304029304029304,0.00021955101816784674,0.4265332474834369,0.059217174754204,0.0
Melissa Ponzio,0.029304029304029304,0.00021955101816784674,0.8127761426186532,0.018369805004572436,0.0
Aleksey Gorbunov,0.018315018315018316,0.0001372193863549042,0.4702003707984578,0.044661779817055186,0.0
Amita Khopkar,0.040293040293040296,0.00030188264998078925,0.6552050285640163,0.041862989355947136,0.0
Cullen Moss,0.03296703296703297,0.0002469948954388276,0.8058497025293315,0.028823781557348434,0.0
Ariana Molkara,0.03663003663003663,0.0002744387727098084,0.7797366745351282,0.03952376593639867,0.0
Vicky Hernández,0.03296703296703297,0.0002469948954388276,0.603115376387417,0.043254044627626935,0.0
Hae-Jin Park,0.03296703296703297,0.0002469948954388276,0.5387097060888576,0.058504827346602416,0.0
Minami Takayama,0.2271062271062271,0.0017015203908008123,0.6689364050213821,0.11017266880780398,0.0015627263531520885
Concha Galán,0.029304029304029304,0.00021955101816784674,0.7286212285130423,0.028035408327240347,0.0
Zachary Young,0.003663003663003663,2.7443877270980843e-05,0.00011176709882921722,0.06486223777538995,0.0
Nailea Norvind,0.03296703296703297,0.0002469948954388276,0.6850974851653009,0.040797944890792685,0.0
Sarah Wright,0.08424908424908426,0.0006312091772325593,0.8281562749772855,0.07151494567799276,0.0020672373026816423
Pamela Afesi,0.040293040293040296,0.00030188264998078925,0.6256057220413155,0.05901569873700585,0.0
Kacie Anderson,0.03296703296703297,0.0002469948954388276,0.7919878746700812,0.03531945520469141,0.0
Sohn Chang-min,0.029304029304029304,0.00021955101816784674,0.5000721884655207,0.054744956306921055,0.0
Sarah Gadon,0.27106227106227104,0.0020308469180525825,0.9015245036067524,0.24722641125886666,0.0725238763204173
Emily Bader,0.02564102564102564,0.0001921071408968659,0.6601070520394883,0.054201206112439025,0.0
Daniel Henshall,0.1282051282051282,0.0009605357044843295,0.8358591778479528,0.11948929998833455,0.005751896359890926
Ramón Aguirre,0.018315018315018316,0.0001372193863549042,0.5308844717124077,0.0401208353601226,0.0
Mauricio Paniagua,0.040293040293040296,0.00030188264998078925,0.533296967244125,0.04991915562847482,0.0
Edgar Allan Guzman,0.029304029304029304,0.00021955101816784674,0.5545730270772242,0.03197053598865607,0.0
Kyu-jong Kim,0.01098901098901099,8.233163181294254e-05,0.0004978716220574222,0.05189996987469594,0.0
Eduardo Franco,0.08424908424908426,0.0006312091772325593,0.7579592347130174,0.10409813220230098,0.0023992755618423233
Chad Donella,0.03296703296703297,0.0002469948954388276,0.7911918653979193,0.028495941231893862,0.0
Sam Medina,0.09157509157509157,0.0006860969317745211,0.8346851374984507,0.09570560471116418,0.013095342215041585
Christine Ebersole,0.02197802197802198,0.00016466326362588507,0.7210587360594795,0.02555363633306065,0.0
Ryan Bang,0.08424908424908426,0.0006312091772325593,0.6337989878288509,0.09955001678779116,0.012358438818500937
Raphaelle Bruneau,0.02197802197802198,0.00016466326362588507,0.0006706025929753034,0.06486223777538992,0.0
Maria Dejmek,0.03663003663003663,0.0002744387727098084,0.5661658594906618,0.06137794080503169,0.0
Chris Tucker,0.13186813186813187,0.0009879795817553103,0.890825586949333,0.11430080045925557,0.015024769230935929
Shanley Caswell,0.05860805860805861,0.0004391020363356935,0.7958614260485939,0.07797042310183509,0.00586142985710052
Vidya Malvade,0.02564102564102564,0.0001921071408968659,0.6735749568000354,0.01799503690817672,0.0
Debi Derryberry,0.34798534798534797,0.00260716834074318,0.8447061282792738,0.3989399031082764,0.053300857495536105
B1A4,0.054945054945054944,0.00041165815906471265,0.0016765064824382583,0.06486223777538996,0.0
Lindsey Alena,0.02197802197802198,0.00016466326362588507,0.7053265454545454,0.01660962048590135,0.0
Pokchat Thiamchai,0.05128205128205128,0.0003842142817937318,0.5893580300930988,0.055743059467123685,0.0
Lim Cheol-su,0.03296703296703297,0.0002469948954388276,0.5750690208058594,0.04672594571247281,0.0
Helena Mazur,0.03663003663003663,0.0002744387727098084,0.5662557745215729,0.05821910335381414,0.0
Luo Jin,0.02564102564102564,0.0001921071408968659,0.7008492654923021,0.06267125737582828,0.0005862835301389917
Golda Rosheuvel,0.0695970695970696,0.000521433668148636,0.7629584875261183,0.05686475090788847,0.0
Clint Obenchain,0.03296703296703297,0.0002469948954388276,0.7434655153381006,0.036757806264229594,0.0
Robbie Rist,0.02564102564102564,0.0001921071408968659,0.7669211936408322,0.032411145725573735,0.0
Anne-Marie Duff,0.18681318681318682,0.001399637740820023,0.9012698129479286,0.12849910134424788,0.004263595244111839
Jamie Moreen,0.03296703296703297,0.0002469948954388276,0.6927433041709286,0.05063053841184167,0.0
Soo-an Kim,0.02197802197802198,0.00016466326362588507,0.6723682750970603,0.03565082179296667,0.0
Tomoaki Maeno,0.315018315018315,0.0023601734453043526,0.7161008689282823,0.14922333221159814,0.0010095490597266431
Justin Chatwin,0.11355311355311355,0.0008507601954004061,0.8203830276781483,0.10959527607431589,0.001609383087571558
Babajide Alimison,0.02564102564102564,0.0001921071408968659,0.5929962383763874,0.028192169937991396,0.0
Jeff Gum,0.054945054945054944,0.00041165815906471265,0.8041711719480725,0.051376332266448554,0.0003354760597959387
Son Ho-jun,0.06227106227106227,0.0004665459136066743,0.5654950437317784,0.08818812785202007,0.0007248990304379474
Grégoire Colin,0.03296703296703297,0.0002469948954388276,0.6680627348976644,0.04683708825049028,0.0
Korie Robertson,0.03663003663003663,0.0002744387727098084,0.7190699329734859,0.041727845479216534,0.0
Carolyn Bridget Kennedy,0.040293040293040296,0.00030188264998078925,0.6452588157019293,0.046292697693754645,0.0
Rosamund Pike,0.3443223443223443,0.0025797244634721992,0.9549948401225765,0.24133674588844767,0.06496105657223394
Mahesh Manjrekar,0.3516483516483517,0.002634612218014161,0.7651592135576102,0.34469905791667577,0.021219551005411796
Carson Allen,0.02564102564102564,0.0001921071408968659,0.0007823696918045206,0.06486223777538994,0.0
Kelly Preston,0.08791208791208792,0.0006586530545035403,0.8697848281997747,0.06539716746761803,0.000992667260998165
Jodie Whittaker,0.304029304029304,0.00227784181349141,0.8957425113419734,0.16990813962172494,0.004959639141058992
Jay Gragnani,0.08058608058608059,0.0006037652999615785,0.8417383576006277,0.1035604271460602,7.497251300654313e-05
Luis Brandoni,0.06593406593406594,0.0004939897908776552,0.6312708943021693,0.10657430649558206,0.008126548823411276
Teairra Mari,0.03296703296703297,0.0002469948954388276,0.766218334428882,0.0403333584901024,0.0
Geoffrey Arend,0.03296703296703297,0.0002469948954388276,0.7215866477780026,0.03854470620045148,0.0
Kerem Bürsin,0.02564102564102564,0.0001921071408968659,0.6257994910100817,0.05033022100050001,0.0
Greg Ellwand,0.03296703296703297,0.0002469948954388276,0.7875169712284895,0.029913474344522642,0.0
Mehmet Çepiç,0.06227106227106227,0.0004665459136066743,0.001900040680096693,0.06486223777538995,0.0
Zeynep Tokuş,0.03296703296703297,0.0002469948954388276,0.6429931525376982,0.03141919743183594,0.0
Nik Rabinowitz,0.03296703296703297,0.0002469948954388276,0.6870777601450917,0.043608679793301325,0.0
Preeti Gupta,0.02564102564102564,0.0001921071408968659,0.6556267035867261,0.033355802235123445,0.0
RuPaul,0.05128205128205128,0.0003842142817937318,0.7622197351709568,0.08678279501381077,0.0034724640506137243
Ian Matthews,0.10622710622710622,0.0007958724408584445,0.8190638343873303,0.08878447728272779,0.01586136506430258
Sabrina Kern,0.029304029304029304,0.00021955101816784674,0.6106127383081068,0.050947940587935274,0.0
Tinna Harahap,0.03663003663003663,0.0002744387727098084,0.5141681688050046,0.05277251086887793,0.0
Hugh Dennis,0.03663003663003663,0.0002744387727098084,0.6772854501064298,0.05456546853751748,0.0
Charles McGregor,0.02564102564102564,0.0001921071408968659,0.0007823696918045206,0.06486223777538994,0.0
James Pickens Jr.,0.05128205128205128,0.0003842142817937318,0.7952871097465771,0.037526122935007136,0.0
Sisca JKT48,0.03296703296703297,0.0002469948954388276,0.5074105853546239,0.05376840020226943,0.0
Kanyawee Songmuang,0.18315018315018314,0.0013721938635490422,0.5909150731405342,0.15328882353488543,0.0013502014994142143
Willie Jones,0.02197802197802198,0.00016466326362588507,0.0006706025929753034,0.06486223777538992,0.0
J.P. Manoux,0.0695970695970696,0.000521433668148636,0.8489296293443324,0.045574805648802945,0.0
Ananya Bhat,0.02564102564102564,0.0001921071408968659,0.5067551750660468,0.05518334760389255,0.0
Douglas Spain,0.02564102564102564,0.0001921071408968659,0.760450644853716,0.03460352830411901,0.0
David Sherod James,0.029304029304029304,0.00021955101816784674,0.6213729580670128,0.04605776666982456,0.0
Jim Sarbh,0.13186813186813187,0.0009879795817553103,0.7777856194221848,0.1734769287098298,0.024018881096705833
Oswin Benjamin,0.02564102564102564,0.0001921071408968659,0.6500439697145185,0.0455951956618464,0.0
Gérard Darmon,0.03296703296703297,0.0002469948954388276,0.6397087148096355,0.047550671321210373,0.0
Nicola Walker,0.054945054945054944,0.00041165815906471265,0.7701416682548757,0.0608583422832116,0.0018581655321955844
Momoko Ishikawa,0.04395604395604396,0.00032932652725177014,0.677955864753319,0.016880570732086,0.0
Julian Maroun,0.054945054945054944,0.00041165815906471265,0.735410448666618,0.05112273705641732,0.0
Kaolip,0.02564102564102564,0.0001921071408968659,0.0007823696918045206,0.0688773797283091,0.0
Hisham Tawfiq,0.02564102564102564,0.0001921071408968659,0.7385466419729018,0.029694449887736236,0.0
Zwelakhe Mtsaka,0.03296703296703297,0.0002469948954388276,0.001005903889462955,0.06486223777538996,0.0
John Schuhmacher,0.02564102564102564,0.0001921071408968659,0.6855120078261507,0.04597389277473658,0.0
Trey McCurley,0.02564102564102564,0.0001921071408968659,0.5752545815182833,0.052749611220416305,0.0
Riisa Naka,0.08791208791208792,0.0006586530545035403,0.6314352980394609,0.08551965959142964,0.0008596126191409835
Willy Semler,0.10256410256410256,0.0007684285635874636,0.6722154141321164,0.11518769762742423,0.000943444752612415
Eddie Steeples,0.08058608058608059,0.0006037652999615785,0.8507526579879994,0.06323475483176048,0.0032939394511796605
Ahn Nae-sang,0.08424908424908426,0.0006312091772325593,0.55320139272334,0.1084095689348184,0.005043010911574286
Ntuthuzelo Grootboom,0.040293040293040296,0.00030188264998078925,0.67719086562095,0.05645025993829545,0.0
Lee Sun-bin,0.03296703296703297,0.0002469948954388276,0.5796943440255541,0.046723815974172904,0.0
Liam Neeson,0.38095238095238093,0.002854163236182008,0.9512256363579297,0.3400229763345098,0.08351855519474834
Leandro Hassum,0.03296703296703297,0.0002469948954388276,0.46486872025738263,0.05161761749282167,0.0
Richard McGonagle,0.1282051282051282,0.0009605357044843295,0.8455958260093188,0.10174259934968229,0.0013167758543076802
Chloe Chaidez,0.018315018315018316,0.0001372193863549042,0.0005588354941460861,0.06486223777538995,0.0
Ulises Soto,0.06593406593406594,0.0004939897908776552,0.5663774697371063,0.06365328765153273,0.0
Hallvard Holmen,0.05128205128205128,0.0003842142817937318,0.7371499802377549,0.050552963531918876,0.0
William Fichtner,0.23809523809523808,0.0017838520226137549,0.9052405203184036,0.1811592611967465,0.010307449147807284
Aliton Graça,0.04395604395604396,0.00032932652725177014,0.0018204776605911484,0.06307491161562012,0.0
Natasha Bassett,0.04395604395604396,0.00032932652725177014,0.7661456983776882,0.041302188709540374,0.0
Sunil Grover,0.07326007326007326,0.0005488775454196168,0.7129423249960303,0.08280020623467187,0.002871173617945292
Risa Nakamura,0.11721611721611722,0.000878204072671387,0.6434060801630435,0.05838464394004861,0.0
Elizabeth Henstridge,0.029304029304029304,0.00021955101816784674,0.7489404816329556,0.02994219956721002,0.0
Renny Grames,0.03296703296703297,0.0002469948954388276,0.7045640790184875,0.047980513398832365,0.0
Sarah-Sofie Boussnina,0.03296703296703297,0.0002469948954388276,0.7212775325154395,0.028938267326582726,0.0
Michael Maertens,0.0695970695970696,0.000521433668148636,0.6826631227439872,0.12086615446921128,0.0013317296100577073
Se-jin Park,0.02197802197802198,0.00016466326362588507,0.0008452386848959553,0.06177428215534112,0.0
Chia-Hui Liu,0.029304029304029304,0.00021955101816784674,0.5797109765778172,0.05124350351732476,0.0
Wagner Follare,0.02564102564102564,0.0001921071408968659,0.0008597469140709016,0.0668054394240383,0.0
Pat Laffan,0.03296703296703297,0.0002469948954388276,0.80454476071649,0.027112537798351363,0.0
Ariyon Bakare,0.03296703296703297,0.0002469948954388276,0.7604935793283858,0.027121367003907382,0.0
Sinjai Plengpanich,0.029304029304029304,0.00021955101816784674,0.5896045406572668,0.041021235359880254,0.0
Ian Nikus,0.02564102564102564,0.0001921071408968659,0.6981370036568861,0.033340780820220864,0.0
Whitmer Thomas,0.02564102564102564,0.0001921071408968659,0.7750457120206631,0.020170402506945618,0.0
Anee Icha,0.10622710622710622,0.0007958724408584445,0.6875180772088222,0.08775636721696456,0.004553561191378826
Andrew Craig,0.03663003663003663,0.0002744387727098084,0.5670424248093924,0.055359806250497134,0.0
Selina Lo,0.02197802197802198,0.00016466326362588507,0.774263597578111,0.024755300724789916,0.0
Q'orianka Kilcher,0.05128205128205128,0.0003842142817937318,0.824102839507012,0.03487889592189334,0.0
Gauri Karnik,0.02564102564102564,0.0001921071408968659,0.6456918545504902,0.04554015279004898,0.0
Marie Kondo,0.0,0.0,0.0,0.0,0.0
Ana Santos,0.12087912087912088,0.0009056479499423678,0.6670518386459554,0.10039960266069028,0.0003883007349454463
Souad Massi,0.02564102564102564,0.0001921071408968659,0.6429556399431443,0.04826287891002573,0.0
Natalia Dzyublo,0.03296703296703297,0.0002469948954388276,0.6089931328272958,0.05767052860047957,0.0
Sudhir Nema,0.02564102564102564,0.0001921071408968659,0.7345459833492891,0.023205233993554824,0.0
Ravi Teja,0.018315018315018316,0.0001372193863549042,0.0005588354941460861,0.06486223777538995,0.0
Stuart Varnam-Atkin,0.0,0.0,0.0,0.0,0.0
Stacy Haiduk,0.02564102564102564,0.0001921071408968659,0.5936874066456083,0.05775718880989407,0.0
Sarah Douglas,0.05860805860805861,0.0004391020363356935,0.7349467711036205,0.07421553077550848,2.3537208783397188e-07
Vijay Raaz,0.42124542124542125,0.003156045886162797,0.8105263861680718,0.37164811355290606,0.038270765856357
Koye Kekere Ekun,0.0989010989010989,0.0007409846863164828,0.6452382092920519,0.09088100856847688,0.007167736968369674
Dandy Barrett,0.029304029304029304,0.00021955101816784674,0.7531233109892088,0.03550047864652299,0.0
Emilio Gavira,0.054945054945054944,0.00041165815906471265,0.7038277761973049,0.05217598677180451,0.0
Verónica Langer,0.12454212454212454,0.0009330918272133486,0.7894658009729285,0.1286562636495884,0.01267432822813442
Asia Argento,0.03296703296703297,0.0002469948954388276,0.8219627625672945,0.026769883727150303,0.0
Seyneb Saleh,0.040293040293040296,0.00030188264998078925,0.6605818534522686,0.05504440886990725,0.0
Eduardo Valdarnini,0.047619047619047616,0.000356770404522751,0.5899431118637799,0.06422604836256263,0.0
Özkan Uğur,0.09523809523809523,0.000713540809045502,0.6508571397892182,0.11827537890556884,0.0008619480360536952
Kelvin Yu,0.029304029304029304,0.00021955101816784674,0.7738385527710042,0.02925939816242333,0.0
Zoey Rahman,0.047619047619047616,0.000356770404522751,0.001452972284779824,0.06486223777538998,0.0
Beth Armstrong,0.03296703296703297,0.0002469948954388276,0.001111096453066924,0.06639017779579169,0.0
Rachel Roberts,0.03296703296703297,0.0002469948954388276,0.7884081345967494,0.02917597478281213,0.0
Laila Berzins,0.03296703296703297,0.0002469948954388276,0.6666630005004316,0.023405437331364826,0.0
Germán Jaramillo,0.15018315018315018,0.0011251989681102146,0.8319185292442407,0.07765392102939858,0.0
Katherine Porto,0.040293040293040296,0.00030188264998078925,0.6055223671854707,0.049565389726379236,0.0
Caleel Harris,0.08058608058608059,0.0006037652999615785,0.8445237066863582,0.05400966079226757,0.00047238794353349466
Nicky Excitement,0.014652014652014652,0.00010977550908392337,0.799693917265309,0.008540137768763487,0.0
