Source,Target,Value
Anurag Kashyap,Dibakar Banerjee,3
Anurag Kashyap,Karan Johar,3
Anurag Kashyap,Zoya Akhtar,3
Dibakar Banerjee,Karan Johar,3
Dibakar Banerjee,Zoya Akhtar,3
Karan Johar,Zoya Akhtar,3
