id,Community,Degree,Appearances,Betweenness,Closeness,PageRank
Karan Johar,0,3,6,0,0,0
Dibakar Banerjee,0,3,7,0,0,0
Zoya Akhtar,0,3,6,0,0,0
Anurag Kashyap,0,3,9,0,0,0
