id,country,genres_list,Community,Degree_norm,PageRank_norm,Closeness_norm,Betweenness_norm
Fred Tatasciore,"South Korea, United States","Action & Adventure, Anime Series, Children & Family Movies, Comedies, Cult Movies, Independent Movies, Kids' TV, Sci-Fi & Fantasy, TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy",2,0.21739130434782608,0.21257375782719415,0.40983016695451935,0.18344837719661755
Jay Baruchel,"Canada, United States","Action & Adventure, Children & Family Movies, Comedies, Documentaries, Dramas, Independent Movies, International Movies, International TV Shows, Kids' TV, Romantic Movies, Sports Movies, TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",2,0.2826086956521739,0.26325198539160544,0.45283719548425433,0.1249384709108606
Stephanie Sheh,"Canada, France, Japan, South Korea, United States","Action & Adventure, Anime Series, Children & Family Movies, Dramas, International Movies, International TV Shows, Kids' TV, Movies, Music & Musicals, Romantic TV Shows, TV Action & Adventure",3,0.21739130434782608,0.24201761220789927,0.40983016695451935,0.22899688174987173
Anupam Kher,"Canada, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Crime TV Shows, Dramas, Independent Movies, International Movies, International TV Shows, Music & Musicals, Romantic Movies, Sci-Fi & Fantasy, TV Comedies, Thrillers",0,0.2826086956521739,0.25840987571423124,0.45283719548425433,0.12970245323136184
Comedies,,"Alfonso Herrera, Alison Pill, Antonio Banderas, Anupam Kher, Ben Kingsley, Ben Whishaw, Bob Balaban, Chris O'Dowd, Edgar Ramírez, Emma Roberts, Fred Tatasciore, Gary Cole, Guy Pearce, Helen Mirren, Helena Bonham Carter, Hugh Bonneville, J.K. Simmons, James Cromwell, Jason Isaacs, Jason Schwartzman, Jay Baruchel, Jim Broadbent, Joe Pantoliano, John Cleese, John Leguizamo, Johnny Depp, Keegan-Michael Key, Keith David, Kiernan Shipka, Laura Linney, Laurence Fishburne, Mae Whitman, Martin Sheen, Michael Palin, Mike Vogel, Morgan Freeman, Nicholas Hoult, Penélope Cruz, Radhika Apte, Ron Perlman, Sam Neill, Samuel L. Jackson, Stephen Fry, Steven Yeun, Susan Sarandon, Sylvester Stallone, Terry Crews",4,1.0,0.9970535140493152,1.0,1.0
Classic Movies,,"Antonio Banderas, Anupam Kher, Ben Kingsley, Gary Cole, Helena Bonham Carter, Jim Broadbent, Joe Pantoliano, John Cleese, Johnny Depp, Keith David, Laura Linney, Laurence Fishburne, Michael Palin, Sam Neill, Samuel L. Jackson, Sylvester Stallone",0,0.32608695652173914,0.3163020144668148,0.3013227513227514,0.09449428353646804
Samuel L. Jackson,"France, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Cult Movies, Documentaries, Docuseries, Dramas, Horror Movies, Independent Movies, Sci-Fi & Fantasy, Sports Movies, Thrillers",4,0.2608695652173913,0.24310121770597068,0.43819811875367426,0.08750255824403075
Ben Kingsley,"Canada, France, United Kingdom, United States","Action & Adventure, British TV Shows, Children & Family Movies, Classic Movies, Comedies, Dramas, Horror Movies, International Movies, International TV Shows, Romantic Movies, Sci-Fi & Fantasy, Sports Movies, TV Action & Adventure, Thrillers",3,0.2826086956521739,0.2605849277287375,0.45283719548425433,0.13122033822328893
Penélope Cruz,"Brazil, Canada, France, Italy, Spain, United States","Children & Family Movies, Comedies, Crime TV Shows, Dramas, Horror Movies, International Movies, TV Dramas, TV Thrillers, Thrillers",1,0.17391304347826086,0.15707164332506163,0.3826142131979696,0.04206352018308315
Classic & Cult TV,,"Chris O'Dowd, John Cleese, Mae Whitman, Michael Palin, Steven Yeun",2,0.08695652173913043,0.08026025162416543,0.11256720430107539,0.014452620824730108
Jason Isaacs,"Canada, France, Spain, United Kingdom, United States","Action & Adventure, Children & Family Movies, Comedies, Documentaries, Dramas, Horror Movies, Independent Movies, International Movies, Sci-Fi & Fantasy, TV Action & Adventure, TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",4,0.2608695652173913,0.24122220806969089,0.43819811875367426,0.09120483636982676
Keith David,"Canada, United Kingdom, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Cult Movies, Docuseries, Dramas, Horror Movies, Independent Movies, International Movies, Kids' TV, Romantic Movies, TV Comedies, TV Dramas",4,0.2826086956521739,0.26126150046135593,0.45283719548425433,0.08270362613978469
British TV Shows,,"Ben Kingsley, Ben Whishaw, Chris O'Dowd, Guy Pearce, Hugh Bonneville, Jim Broadbent, John Cleese, Laurence Fishburne, Michael Palin, Nicholas Hoult, Richard Armitage, Sam Neill, Stephen Fry",3,0.2608695652173913,0.2574793777483055,0.3131677350427351,0.06535746957811338
