id,Degree,Closeness,PageRank,Betweenness,Degree_norm,Closeness_norm,PageRank_norm,Betweenness_norm,Community,country,genres_list
Hugh Bonneville,13,0.4656084656084656,0.011103603529784851,0.01340447361834176,0.2608695652173913,0.43819811875367426,0.27356873064032655,0.15202073706608313,1,"France, United Kingdom, United States","British TV Shows, Children & Family Movies, Comedies, Documentaries, Docuseries, Dramas, Faith & Spirituality, International Movies, International TV Shows, Music & Musicals, Stand-Up Comedy, TV Comedies, TV Dramas"
TV Dramas,22,0.4631578947368421,0.01663729796001446,0.0158582610676843,0.45652173913043476,0.43099415204678365,0.45095547912614425,0.1798492506857551,1,,"Alfonso Herrera, Bob Balaban, Chris O'Dowd, Edgar Ramírez, Helena Bonham Carter, Hugh Bonneville, James Cromwell, Jason Isaacs, Joe Pantoliano, John Leguizamo, Keegan-Michael Key, Keith David, Kiernan Shipka, Laura Linney, Mae Whitman, Martin Sheen, Mike Vogel, Penélope Cruz, Radhika Apte, Richard Armitage, Ron Perlman, Steven Yeun"
Documentaries,11,0.4074074074074074,0.00925579343467149,0.0052530316798702955,0.21739130434782608,0.26710390946502055,0.21433578441893059,0.059574868103187524,4,,"Helen Mirren, Hugh Bonneville, Jason Isaacs, Jay Baruchel, John Cleese, Laura Linney, Michael Palin, Morgan Freeman, Samuel L. Jackson, Stephen Fry, Susan Sarandon"
Johnny Depp,12,0.4607329842931937,0.009352786079917467,0.00790672407516164,0.2391304347826087,0.4238656195462478,0.217444956814362,0.0896705126890997,0,"Canada, France, Italy, United Kingdom, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Cult Movies, Dramas, Horror Movies, Independent Movies, Music & Musicals, Romantic Movies, Sci-Fi & Fantasy, Thrillers"
Mae Whitman,14,0.47058823529411764,0.010915012867925344,0.011050245618155475,0.2826086956521739,0.45283719548425433,0.26752331473891794,0.12532133162876585,2,"Australia, Canada, Japan, United Kingdom, United States","Action & Adventure, Children & Family Movies, Classic & Cult TV, Comedies, Crime TV Shows, Cult Movies, Dramas, Independent Movies, Kids' TV, LGBTQ Movies, Romantic Movies, TV Action & Adventure, TV Comedies, TV Dramas"
Helena Bonham Carter,13,0.4656084656084656,0.010021504265737639,0.01045255485481005,0.2608695652173913,0.43819811875367426,0.23888122260959008,0.11854289384982669,0,"Australia, France, Italy, Japan, United Kingdom, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Dramas, Horror Movies, Independent Movies, International Movies, Music & Musicals, Sci-Fi & Fantasy, TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
Kids' TV,15,0.42718446601941745,0.011880093316042603,0.00863411763560048,0.30434782608695654,0.3252427184466019,0.29845969636916514,0.09791991571255947,2,,"Antonio Banderas, Chris O'Dowd, Fred Tatasciore, Gary Cole, J.K. Simmons, Jay Baruchel, Keegan-Michael Key, Keith David, Kiernan Shipka, Mae Whitman, Ron Perlman, Stephanie Sheh, Stephen Fry, Steven Yeun, Susan Sarandon"
TV Thrillers,9,0.37606837606837606,0.007874233399766773,0.0021041450023737396,0.17391304347826086,0.17497625830959168,0.1700488355243687,0.023863202932271656,1,,"Alison Pill, Edgar Ramírez, Emma Roberts, James Cromwell, John Leguizamo, Laura Linney, Laurence Fishburne, Penélope Cruz, Richard Armitage"
Dramas,47,0.6567164179104478,0.033765097150440744,0.07987171407352334,1.0,1.0,1.0,0.9058286949495705,1,,"Alfonso Herrera, Alison Pill, Antonio Banderas, Anupam Kher, Ben Kingsley, Ben Whishaw, Bob Balaban, Chris O'Dowd, Edgar Ramírez, Emma Roberts, Gary Cole, Guy Pearce, Helen Mirren, Helena Bonham Carter, Hugh Bonneville, J.K. Simmons, James Cromwell, Jason Isaacs, Jason Schwartzman, Jay Baruchel, Jim Broadbent, Joe Pantoliano, John Leguizamo, Johnny Depp, Keegan-Michael Key, Keith David, Kiernan Shipka, Laura Linney, Laurence Fishburne, Mae Whitman, Martin Sheen, Michael Palin, Mike Vogel, Morgan Freeman, Nicholas Hoult, Penélope Cruz, Radhika Apte, Richard Armitage, Ron Perlman, Sam Neill, Samuel L. Jackson, Stephanie Sheh, Stephen Fry, Steven Yeun, Susan Sarandon, Sylvester Stallone, Terry Crews"
LGBTQ Movies,11,0.4036697247706422,0.009053019148320128,0.0035541241835640855,0.21739130434782608,0.25611620795107043,0.20783570173711405,0.04030748191935662,2,,"Alison Pill, Antonio Banderas, Emma Roberts, Guy Pearce, John Leguizamo, Keegan-Michael Key, Kiernan Shipka, Laura Linney, Mae Whitman, Nicholas Hoult, Susan Sarandon"
Mike Vogel,13,0.4656084656084656,0.010303289787493383,0.010039391175393835,0.2608695652173913,0.43819811875367426,0.24791407003274588,0.11385718601361268,1,"Australia, United States","Action & Adventure, Comedies, Crime TV Shows, Dramas, Faith & Spirituality, Horror Movies, Independent Movies, Romantic Movies, Romantic TV Shows, Sci-Fi & Fantasy, TV Dramas, TV Horror, Thrillers"
Reality TV,2,0.31654676258992803,0.0032722167889279144,1.3139041568411532e-05,0.021739130434782608,0.0,0.022527722212632106,0.0001490104602719134,4,,"Sylvester Stallone, Terry Crews"
Emma Roberts,12,0.4607329842931937,0.009572566480185325,0.005972586405292353,0.2391304347826087,0.4238656195462478,0.22449018330382126,0.06773537054681696,1,"Canada, France, Spain, United Kingdom, United States","Children & Family Movies, Comedies, Dramas, Horror Movies, Independent Movies, LGBTQ Movies, Romantic Movies, Sci-Fi & Fantasy, TV Horror, TV Mysteries, TV Thrillers, Thrillers"
Stand-Up Comedy,2,0.34375,0.0031139916316984574,2.5555584032260567e-05,0.021739130434782608,0.07996961805555562,0.017455695463871775,0.0002898270257641851,1,,"Hugh Bonneville, John Leguizamo"
Gary Cole,16,0.4808743169398907,0.012063975200765803,0.01428479619070887,0.32608695652173914,0.4830752884031572,0.3043541688680991,0.16200451487918863,2,"Canada, France, Japan, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Crime TV Shows, Dramas, Horror Movies, Independent Movies, International Movies, Kids' TV, Sports Movies, TV Action & Adventure, TV Comedies, TV Horror, TV Sci-Fi & Fantasy, Thrillers"
Children & Family Movies,42,0.6197183098591549,0.030522699215473965,0.07727792926700629,0.8913043478260869,0.8912363067292643,0.8960624887708117,0.8764124650173496,2,,"Antonio Banderas, Anupam Kher, Ben Kingsley, Ben Whishaw, Edgar Ramírez, Emma Roberts, Fred Tatasciore, Gary Cole, Guy Pearce, Helen Mirren, Helena Bonham Carter, Hugh Bonneville, J.K. Simmons, Jason Isaacs, Jason Schwartzman, Jay Baruchel, Jim Broadbent, Joe Pantoliano, John Cleese, John Leguizamo, Johnny Depp, Keegan-Michael Key, Keith David, Kiernan Shipka, Laura Linney, Laurence Fishburne, Mae Whitman, Martin Sheen, Michael Palin, Morgan Freeman, Nicholas Hoult, Penélope Cruz, Ron Perlman, Sam Neill, Samuel L. Jackson, Stephanie Sheh, Stephen Fry, Steven Yeun, Susan Sarandon, Sylvester Stallone, Terry Crews, Yuki Kaji"
Fred Tatasciore,11,0.45595854922279794,0.009200825874693987,0.01617561511618466,0.21739130434782608,0.40983016695451935,0.21257375782719415,0.18344837719661755,2,"South Korea, United States","Action & Adventure, Anime Series, Children & Family Movies, Comedies, Cult Movies, Independent Movies, Kids' TV, Sci-Fi & Fantasy, TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy"
Jay Baruchel,14,0.47058823529411764,0.0107817659843748,0.011016486760701511,0.2826086956521739,0.45283719548425433,0.26325198539160544,0.1249384709108606,2,"Canada, United States","Action & Adventure, Children & Family Movies, Comedies, Documentaries, Dramas, Independent Movies, International Movies, International TV Shows, Kids' TV, Romantic Movies, Sports Movies, TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy"
Stephanie Sheh,11,0.45595854922279794,0.010119345969243363,0.020191868026296578,0.21739130434782608,0.40983016695451935,0.24201761220789927,0.22899688174987173,3,"Canada, France, Japan, South Korea, United States","Action & Adventure, Anime Series, Children & Family Movies, Dramas, International Movies, International TV Shows, Kids' TV, Movies, Music & Musicals, Romantic TV Shows, TV Action & Adventure"
Anupam Kher,14,0.47058823529411764,0.010630713238998,0.011436552316005627,0.2826086956521739,0.45283719548425433,0.25840987571423124,0.12970245323136184,0,"Canada, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Crime TV Shows, Dramas, Independent Movies, International Movies, International TV Shows, Music & Musicals, Romantic Movies, Sci-Fi & Fantasy, TV Comedies, Thrillers"
Comedies,47,0.6567164179104478,0.033673179614135275,0.0881752968512109,1.0,1.0,0.9970535140493152,1.0,4,,"Alfonso Herrera, Alison Pill, Antonio Banderas, Anupam Kher, Ben Kingsley, Ben Whishaw, Bob Balaban, Chris O'Dowd, Edgar Ramírez, Emma Roberts, Fred Tatasciore, Gary Cole, Guy Pearce, Helen Mirren, Helena Bonham Carter, Hugh Bonneville, J.K. Simmons, James Cromwell, Jason Isaacs, Jason Schwartzman, Jay Baruchel, Jim Broadbent, Joe Pantoliano, John Cleese, John Leguizamo, Johnny Depp, Keegan-Michael Key, Keith David, Kiernan Shipka, Laura Linney, Laurence Fishburne, Mae Whitman, Martin Sheen, Michael Palin, Mike Vogel, Morgan Freeman, Nicholas Hoult, Penélope Cruz, Radhika Apte, Ron Perlman, Sam Neill, Samuel L. Jackson, Stephen Fry, Steven Yeun, Susan Sarandon, Sylvester Stallone, Terry Crews"
Classic Movies,16,0.41904761904761906,0.01243669597730195,0.00833206150157056,0.32608695652173914,0.3013227513227514,0.3163020144668148,0.09449428353646804,0,,"Antonio Banderas, Anupam Kher, Ben Kingsley, Gary Cole, Helena Bonham Carter, Jim Broadbent, Joe Pantoliano, John Cleese, Johnny Depp, Keith David, Laura Linney, Laurence Fishburne, Michael Palin, Sam Neill, Samuel L. Jackson, Sylvester Stallone"
Samuel L. Jackson,13,0.4656084656084656,0.010153149744104951,0.007715564048407782,0.2608695652173913,0.43819811875367426,0.24310121770597068,0.08750255824403075,4,"France, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Cult Movies, Documentaries, Docuseries, Dramas, Horror Movies, Independent Movies, Sci-Fi & Fantasy, Sports Movies, Thrillers"
Ben Kingsley,14,0.47058823529411764,0.01069856539436402,0.011570392275754796,0.2826086956521739,0.45283719548425433,0.2605849277287375,0.13122033822328893,3,"Canada, France, United Kingdom, United States","Action & Adventure, British TV Shows, Children & Family Movies, Classic Movies, Comedies, Dramas, Horror Movies, International Movies, International TV Shows, Romantic Movies, Sci-Fi & Fantasy, Sports Movies, TV Action & Adventure, Thrillers"
Penélope Cruz,9,0.4467005076142132,0.007469401489794274,0.0037089633787502577,0.17391304347826086,0.3826142131979696,0.15707164332506163,0.04206352018308315,1,"Brazil, Canada, France, Italy, Spain, United States","Children & Family Movies, Comedies, Crime TV Shows, Dramas, Horror Movies, International Movies, TV Dramas, TV Thrillers, Thrillers"
Classic & Cult TV,5,0.3548387096774194,0.0050732204105327795,0.0012743641314985697,0.08695652173913043,0.11256720430107539,0.08026025162416543,0.014452620824730108,2,,"Chris O'Dowd, John Cleese, Mae Whitman, Michael Palin, Steven Yeun"
Jason Isaacs,13,0.4656084656084656,0.010094532822337198,0.008042013521175591,0.2608695652173913,0.43819811875367426,0.24122220806969089,0.09120483636982676,4,"Canada, France, Spain, United Kingdom, United States","Action & Adventure, Children & Family Movies, Comedies, Documentaries, Dramas, Horror Movies, Independent Movies, International Movies, Sci-Fi & Fantasy, TV Action & Adventure, TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
Keith David,14,0.47058823529411764,0.010719671518660758,0.007292416785547079,0.2826086956521739,0.45283719548425433,0.26126150046135593,0.08270362613978469,4,"Canada, United Kingdom, United States","Action & Adventure, Children & Family Movies, Classic Movies, Comedies, Cult Movies, Docuseries, Dramas, Horror Movies, Independent Movies, International Movies, Kids' TV, Romantic Movies, TV Comedies, TV Dramas"
British TV Shows,13,0.4230769230769231,0.010601685752698509,0.005762914281494132,0.2608695652173913,0.3131677350427351,0.2574793777483055,0.06535746957811338,3,,"Ben Kingsley, Ben Whishaw, Chris O'Dowd, Guy Pearce, Hugh Bonneville, Jim Broadbent, John Cleese, Laurence Fishburne, Michael Palin, Nicholas Hoult, Richard Armitage, Sam Neill, Stephen Fry"
