Actor,Degree,DegreeCentrality,Betweenness,Closeness,PageRank,Degree_norm,Betweenness_norm,Closeness_norm,PageRank_norm
Kareena Kapoor,52,0.05205205205205205,0.0015973375832464688,0.2864347336577636,0.0020165495562336376,0.5098039215686274,0.016830154522854107,0.6862460017446932,0.5829901919431304
Yoshimasa Hosoya,70,0.07007007007007007,0.00013821680706694892,0.25400955364854283,0.0015568171346930272,0.6862745098039216,0.0014563046941301013,0.6085611139762764,0.4393796594350628
Yoshitsugu Matsuoka,66,0.06606606606606606,0.00042422416564474766,0.26572674643891264,0.0015113020815878731,0.6470588235294118,0.004469786684427056,0.6366333962773133,0.42516173460030815
Miyuki Sawashiro,70,0.07007007007007007,0.005822527048426502,0.3064869474328093,0.0014766198542446177,0.6862745098039216,0.06134835301336249,0.7342874922215308,0.4143277518225875
Tony Hale,56,0.056056056056056056,0.005136129178382934,0.399290250931921,0.001687345099636352,0.5490196078431373,0.05411620475731744,0.9566274827725983,0.4801537916789628
Yoko Hikasa,75,0.07507507507507508,0.00019659519155135216,0.2532910900100409,0.0014885820562003467,0.7352941176470589,0.0020714014914334005,0.6068398045770121,0.4180644867412918
Janeane Garofalo,42,0.04204204204204204,0.0015551035144395463,0.3777028562304636,0.0014607723697267962,0.4117647058823529,0.01638516035781061,0.9049079754601228,0.40937733809520443
Bruce Willis,19,0.01901901901901902,0.0005202156576423871,0.3416750083416751,0.0007327776247146932,0.18627450980392157,0.005481189446212764,0.8185917447103713,0.1819674185513251
Alfred Molina,47,0.04704704704704705,0.020580148856758733,0.41633518556595484,0.0014846177337077891,0.46078431372549017,0.21684025280280683,0.9974640743871513,0.41682611755627313
Andy Samberg,65,0.06506506506506507,0.003736195599480318,0.4002637338679598,0.0022371267866615175,0.6372549019607843,0.03936597368419823,0.9589597724502236,0.651893780284255
Guy Pearce,24,0.024024024024024024,0.0015110661981473045,0.3583299560018367,0.000824032495697473,0.23529411764705882,0.01592116649343043,0.8584939978173881,0.2104734799073532
Kenjiro Tsuda,69,0.06906906906906907,0.0005535840267974309,0.2659419678858124,0.0013035481625178825,0.6764705882352942,0.005832771237654511,0.6371490280777539,0.3602638732567531
Adam Scott,59,0.05905905905905906,0.0037225463197505097,0.3888863201930711,0.001878836658081643,0.5784313725490197,0.03922215969685596,0.9317015396762732,0.5399716409117231
Grey Griffin,35,0.035035035035035036,0.0030761429232877037,0.3745433646574331,0.0013301359518874854,0.3431372549019608,0.03241140838124749,0.8973384030418251,0.3685693274963856
Seth Rogen,53,0.05305305305305305,0.003054437145535352,0.3831384866001747,0.0020552965625160826,0.5196078431372549,0.032182708075537324,0.9179307662388176,0.5950939243417902
Michael Peña,58,0.058058058058058054,0.0039974825525929255,0.3956020277305418,0.0017160193621226338,0.5686274509803921,0.04211899210798898,0.9477911646586346,0.489111015298588
Danny Trejo,39,0.03903903903903904,0.003477325681376346,0.3656455267442647,0.001390587278757566,0.38235294117647056,0.03663842205785164,0.8760207869339273,0.3874530233939669
Ben Kingsley,40,0.04004004004004004,0.021135377088485285,0.3807688631809235,0.0013024523315051523,0.39215686274509803,0.22269034800711346,0.9122535755701585,0.35992155918904023
Kathy Bates,56,0.056056056056056056,0.003688720422747023,0.39166960200757417,0.00163202277525479,0.5490196078431373,0.03886575721849833,0.9383697813121272,0.4628722859774591
Rosario Dawson,44,0.044044044044044044,0.019869792823202725,0.4058710544083433,0.0013735817233161537,0.43137254901960786,0.20935567225052878,0.9723939019365473,0.3821408531877572
Satoshi Hino,57,0.057057057057057055,0.0006201256527489492,0.27181265150360073,0.0013236234044988408,0.5588235294117647,0.006533879042737196,0.6512141280353201,0.36653494759484834
Kaito Ishikawa,69,0.06906906906906907,0.0008110909960382883,0.26935987121931887,0.0013278856123290356,0.6764705882352942,0.008545962317918947,0.6453377085042384,0.367866369760166
Will Forte,55,0.055055055055055056,0.002344194890623847,0.3795950092674563,0.0016881607014491164,0.5392156862745098,0.024699326338205128,0.9094412331406552,0.4804085681644958
Tomokazu Sugita,78,0.07807807807807808,0.0009472154580465327,0.2706922366169412,0.002025719999743414,0.7647058823529411,0.009980221271046976,0.6485298158834845,0.5858548414959308
Dermot Mulroney,49,0.04904904904904905,0.0028557275989353117,0.37813783072900153,0.0014880799957367708,0.4803921568627451,0.030089028937500702,0.9059500959692898,0.41790765383774375
Tetsuya Kakihara,71,0.07107107107107107,0.004381049697809432,0.3053468843921417,0.0014709304066838722,0.696078431372549,0.046160401007141985,0.731556106633602,0.4125504906254387
Gugu Mbatha-Raw,71,0.07107107107107107,0.0058942618897936325,0.38934745021701544,0.002016868868820671,0.696078431372549,0.06210417850544631,0.932806324110672,0.5830899383358402
Sam Shepard,40,0.04004004004004004,0.0018704793560681116,0.3633526554957761,0.0013675876417817332,0.39215686274509803,0.0197080798227093,0.8705274806344522,0.3802684308813855
Nobuhiko Okamoto,65,0.06506506506506507,0.00025791939938293667,0.26565508334656124,0.0013773456755558282,0.6372549019607843,0.0027175366006440224,0.6364617044228694,0.38331663101013297
Rie Kugimiya,61,0.06106106106106106,0.0024198842285542564,0.287102608291766,0.0012930590506215279,0.5980392156862745,0.025496817905712277,0.6878461090061206,0.3569873000276467
Jason Schwartzman,51,0.05105105105105105,0.002290987154474379,0.3837355080050834,0.0020071531487339416,0.5,0.024138709452583007,0.9193611219322165,0.5800549560940422
Kazuhiko Inoue,64,0.06406406406406406,0.00043294273708545725,0.26587018867720624,0.001425788962521966,0.6274509803921569,0.004561648859401652,0.6369770580296896,0.39844927319867973
Takehito Koyasu,58,0.058058058058058054,0.00032020376736820313,0.2646558433769611,0.0012718118637858845,0.5686274509803921,0.0033737883213478207,0.6340677055346589,0.35035013529269093
Mark Hamill,49,0.04904904904904905,0.0034490818090125836,0.3800343553429973,0.0016257249726168892,0.4803921568627451,0.036340833907925446,0.9104938271604938,0.46090498772290317
Bryce Dallas Howard,72,0.07207207207207207,0.0059221509331798955,0.38903990878714423,0.0019430189063230558,0.7058823529411765,0.06239802804270657,0.9320695102685626,0.5600207964979799
Jon Lovitz,50,0.050050050050050046,0.0024587445737080903,0.37988779369419556,0.001546433446450305,0.49019607843137253,0.025906265238956144,0.9101426918627074,0.43613601829063814
Gerard Butler,64,0.06406406406406406,0.020203653943463906,0.40941356984582256,0.001920601253476546,0.6274509803921569,0.21287335962112755,0.9808811305070657,0.553018003325204
Patrick Warburton,69,0.06906906906906907,0.004775370170269971,0.4033779889635745,0.0019817670704467844,0.6764705882352942,0.05031511104003783,0.9664209664209663,0.5721248905813838
John C. Reilly,55,0.055055055055055056,0.0040016653834481445,0.3930762366516557,0.0019033958727755675,0.5392156862745098,0.04216306400010162,0.9417398244213888,0.5476434120005561
Eri Kitamura,73,0.07307307307307308,0.002202074280888011,0.2806407547148288,0.0013997704063409661,0.7156862745098039,0.023201889698747244,0.6723646723646723,0.3903216351788878
Chloë Grace Moretz,55,0.055055055055055056,0.00632157625376731,0.40420560075873985,0.0014980352746705287,0.5392156862745098,0.06660652469133858,0.9684037751333606,0.42101746911714544
Laurence Fishburne,33,0.03303303303303303,0.0023774003924389095,0.37726888129032904,0.001195464164264105,0.3235294117647059,0.02504919209758993,0.9038682497127538,0.3265007540649192
Paul Giamatti,57,0.057057057057057055,0.009541999820043844,0.4138861550626257,0.0016415483595860116,0.5588235294117647,0.10053812864152992,0.9915966386554623,0.46584787389373666
Anil Kapoor,42,0.04204204204204204,0.0015798663127570731,0.28560424733228446,0.0014004978502833965,0.4117647058823529,0.016646070591485332,0.6842563061757031,0.3905488730395375
Saori Hayami,57,0.057057057057057055,0.0006235369306190529,0.27181265150360073,0.001184428416900156,0.5588235294117647,0.006569821560008687,0.6512141280353201,0.3230534236585706
James Cromwell,54,0.05405405405405406,0.0039018319138162264,0.38659695802552946,0.0016062337664722965,0.5294117647058824,0.04111118070499819,0.9262166405023547,0.4548163536338188
Sayaka Ohara,59,0.05905905905905906,0.0021008077715987477,0.28568707919055947,0.0011641882537337092,0.5784313725490197,0.022134907354373668,0.6844547563805105,0.31673083148496894
Joseph Gordon-Levitt,50,0.050050050050050046,0.0031162422314982476,0.38121093229452363,0.001518354564164172,0.49019607843137253,0.03283390989909907,0.913312693498452,0.4273647786555699
Steve Buscemi,51,0.05105105105105105,0.0025962578493656592,0.37241930020758,0.0016840854289858177,0.5,0.027355157259362335,0.892249527410208,0.4791355405920471
Rajesh Sharma,21,0.02102102102102102,0.00045762085072349854,0.26572674643891264,0.0008185581453159464,0.20588235294117646,0.004821666823179007,0.6366333962773133,0.2087634104482704
Tara Strong,23,0.023023023023023025,0.0036020233786839924,0.35268494416364093,0.0009305056018594025,0.22549019607843138,0.03795228428481206,0.8449695667740781,0.2437333910149104
Naomi Watts,46,0.04604604604604605,0.0013718832305852865,0.3784283707449286,0.0013011056524547474,0.45098039215686275,0.014454681965934834,0.9066461774875144,0.35950088558308047
Jane Lynch,47,0.04704704704704705,0.0022349463853823712,0.38388505418902924,0.0014107792661740032,0.46078431372549017,0.023548242657529486,0.9197194076383476,0.39376056649817803
Johnny Depp,39,0.03903903903903904,0.0023140383733352616,0.3761164753910077,0.0013725602310144195,0.38235294117647056,0.02438158583603371,0.9011072928598702,0.3818217609364138
Paul Rudd,64,0.06406406406406406,0.003338263823314486,0.3954432151943192,0.002111858496583359,0.6274509803921569,0.035173213585977116,0.9474106784423927,0.6127626574797905
James Marsden,48,0.04804804804804805,0.006014976662481783,0.3795950092674563,0.0014868904406196955,0.47058823529411764,0.06337607512820254,0.9094412331406552,0.4175360623732166
Fumiko Orikasa,53,0.05305305305305305,0.0006319195879769733,0.2724893634990454,0.0011080220994700205,0.5196078431372549,0.00665814441682096,0.65283540802213,0.2991857314554595
Halle Berry,57,0.057057057057057055,0.003198446053762531,0.38996399408117544,0.001665622514821292,0.5588235294117647,0.03370004054398457,0.934283452098179,0.47336812282774643
Yuri Lowenthal,45,0.04504504504504504,0.03300894412986763,0.3617513951704183,0.0011597760146788772,0.4411764705882353,0.34779475307456637,0.8666911494674991,0.3153525427880484
Sarah Silverman,43,0.043043043043043044,0.0010923534565809704,0.3651034281130649,0.0012672975289362808,0.4215686274509804,0.011509450263147548,0.8747220163083766,0.3489399540627077
Helen Mirren,45,0.04504504504504504,0.015864618319906362,0.40058928387517245,0.001423522517599602,0.4411764705882353,0.1671556348329704,0.9597397315982107,0.3977412844927491
Yashpal Sharma,36,0.036036036036036036,0.00020129467503728803,0.24013872478036302,0.0011960307252224325,0.35294117647058826,0.002120917031589384,0.5753291077523159,0.3266777355374267
Priyanka Chopra,37,0.037037037037037035,0.0151208882074381,0.306677786129841,0.0012676333098935826,0.3627450980392157,0.15931941232908337,0.7347447073474472,0.34904484482051545
Pierce Brosnan,33,0.03303303303303303,0.0035888754048957854,0.35677256394387874,0.001333096790194386,0.3235294117647059,0.03781375224697681,0.8547627671133649,0.36949422977867274
John Goodman,38,0.03803803803803804,0.004665852759835893,0.39260623716582266,0.0011579215301387544,0.37254901960784315,0.049161194072278126,0.9406137903547229,0.3147732416557886
Oprah Winfrey,33,0.03303303303303303,0.0027425880257955166,0.37698011827365063,0.0010695245853517706,0.3235294117647059,0.028896947489869294,0.9031764255644853,0.28715993504929865
Gulshan Grover,28,0.028028028028028028,0.0002348285571912557,0.26529734690251794,0.00099870755171476,0.27450980392156865,0.0024742427307539866,0.6356046323727444,0.2650382150340518
Mark Strong,43,0.043043043043043044,0.0019318832623396913,0.37171662228266006,0.0013093817050335835,0.4215686274509804,0.020355054664907123,0.8905660377358491,0.3620861466223792
Topher Grace,48,0.04804804804804805,0.009427392080927743,0.40553686663196753,0.001488057618291932,0.47058823529411764,0.09933057804041112,0.9715932482503088,0.41790066360468886
Natsuki Hanae,60,0.06006006006006006,0.00022018154384827873,0.26479813146479814,0.0014903293756846727,0.5882352941176471,0.002319916243700704,0.6344086021505376,0.41861031181224256
Jackie Shroff,41,0.04104104104104104,0.0010280605234025998,0.2811213039523542,0.00137410319323997,0.4019607843137255,0.010832035537876821,0.6735159817351598,0.38230374918972987
Stanley Tucci,32,0.03203203203203203,0.0022961729464341285,0.3597695577242692,0.0011345521284094183,0.3137254901960784,0.024193348923238028,0.8619430241051863,0.30747314257750674
Tinnu Anand,36,0.036036036036036036,0.0005368203713527566,0.2851082631111575,0.001276907916103041,0.35294117647058826,0.005656143006740208,0.6830680173661361,0.3519420325630712
William H. Macy,39,0.03903903903903904,0.002885196071420319,0.3922935280959972,0.001368827662254735,0.38235294117647056,0.030399519938699802,0.9398645957785742,0.38065578663900623
Mike Epps,32,0.03203203203203203,0.0013295667803856315,0.3511761315682884,0.0011445255253225966,0.3137254901960784,0.01400881979929666,0.8413547237076648,0.31058861752446854
Ajay Devgn,38,0.03803803803803804,0.0013330537527952858,0.2802415502273255,0.001523810568028771,0.37254901960784315,0.014045559862941903,0.6714082503556188,0.4290691170568848
John Michael Higgins,37,0.037037037037037035,0.0017791757106702618,0.3745433646574331,0.001123772683826757,0.3627450980392157,0.018746069990434176,0.8973384030418251,0.3041058756541309
Benedict Wong,69,0.06906906906906907,0.003754395278178602,0.3895014033408656,0.0019128606997223063,0.6764705882352942,0.039557732400684366,0.9331751680506128,0.5506000206151126
Salma Hayek,37,0.037037037037037035,0.0017846509441888125,0.3822464295883,0.0010934132478054163,0.3627450980392157,0.01880375912711537,0.9157935584012419,0.2946222400230854
Richard Mofe-Damijo,16,0.016016016016016016,0.0008583718837559642,0.20629299456524589,0.0015568204194671806,0.1568627450980392,0.009044131680871585,0.4942408376963351,0.43938068552794474
Ryohei Kimura,56,0.056056056056056056,0.00014338156101743408,0.2542718247416234,0.0011704136820215756,0.5490196078431373,0.0015107225003414349,0.609189468249871,0.3186755215473215
Shizuka Ito,58,0.058058058058058054,0.003659203901113983,0.29299495807526743,0.0012131957561910761,0.5686274509803921,0.03855475995325426,0.7019631171921475,0.332039722472487
Andy Serkis,43,0.043043043043043044,0.0020202562020704778,0.36228357817177237,0.0013178316609556207,0.4215686274509804,0.021286185470885607,0.8679661640308937,0.3647257313302989
Jesse Plemons,49,0.04904904904904905,0.0020944858716066875,0.36879410297605736,0.0013652503875240382,0.4803921568627451,0.022068297418652908,0.8835642081617373,0.37953832286022504
John Leguizamo,45,0.04504504504504504,0.0035475370276450255,0.38150621574324134,0.0014016458088142627,0.4411764705882353,0.03737819542783511,0.9140201394268009,0.39090747062411163
Ray Liotta,43,0.043043043043043044,0.00813577066467986,0.40420560075873985,0.001303726443928922,0.4215686274509804,0.0857215649873918,0.9684037751333606,0.36031956453971686
Nawazuddin Siddiqui,21,0.02102102102102102,0.00010147341821195035,0.23926379622274693,0.0007894103600676024,0.20588235294117646,0.0010691624152474521,0.5732329366043236,0.1996582684900026
Viola Davis,33,0.03303303303303303,0.0010151101869719206,0.3626837441270431,0.0011542553652688114,0.3235294117647059,0.010695585882188951,0.8689248895434462,0.31362801050704664
Manoj Joshi,41,0.04104104104104104,0.0011344214425485796,0.2784197425237561,0.0013865689546576025,0.4019607843137255,0.01195269451641375,0.6670435274166197,0.3861977852668583
Asrani,40,0.04004004004004004,0.0009488409337146796,0.28040109565871024,0.0014297605128322942,0.39215686274509803,0.009997347899102926,0.6717904924565898,0.39968990019870176
Brendan Gleeson,43,0.043043043043043044,0.003413051750798328,0.3862937447251173,0.001338151529073957,0.4215686274509804,0.03596120755118443,0.9254901960784314,0.3710732216186474
Bimbo Manuel,14,0.014014014014014014,0.021825040273047717,0.25874679512714716,0.0011464423922891568,0.13725490196078433,0.2299569008552088,0.6199106908326767,0.3111874055866468
Will Smith,36,0.036036036036036036,0.00168288439049731,0.382098157117552,0.0012135896417977078,0.35294117647058826,0.017731508125291895,0.9154383242823895,0.33216276387454013
Ciarán Hinds,28,0.028028028028028028,0.0010708862551527369,0.35407945688319525,0.0009630154065115477,0.27450980392156865,0.011283263688061712,0.8483105679367363,0.2538887556119566
Antonio Banderas,46,0.04604604604604605,0.002194302589157154,0.3801810301231374,0.0016356767618640315,0.45098039215686275,0.023120004207473403,0.9108452335005789,0.4640137128991716
Anton Yelchin,47,0.04704704704704705,0.0036144381122319644,0.4022250098199465,0.001490787257615804,0.46078431372549017,0.038083090625415254,0.9636586361780318,0.41875334429129907
Amy Adams,38,0.03803803803803804,0.0015600947625269374,0.36659808301043884,0.0011948737480935718,0.37254901960784315,0.016437750040451123,0.8783029400818758,0.3263163207365768
Julia Roberts,52,0.05205205205205205,0.0040811232412059665,0.388273176605853,0.001621487939140874,0.5098039215686274,0.04300026212161653,0.9302325581395349,0.4595814294850352
Steven Yeun,36,0.036036036036036036,0.00241265660906256,0.3800343553429973,0.0014502492532457029,0.35294117647058826,0.025420664965874466,0.9104938271604938,0.40609014256431286
Tiffany Haddish,41,0.04104104104104104,0.0016354476537771602,0.3765478016242542,0.0013133775101041283,0.4019607843137255,0.0172316966781478,0.9021406727828746,0.36333435028845174
Salman Khan,36,0.036036036036036036,0.0004461666165860321,0.27196274131668946,0.0015396394712796203,0.35294117647058826,0.004700980668607531,0.6515737161789068,0.4340137263956289
Amrish Puri,35,0.035035035035035036,0.004589824053835007,0.3022550012424207,0.0012830344516360332,0.3431372549019608,0.04836012679408455,0.7241485118134398,0.35385583065321724
David Spade,47,0.04704704704704705,0.001645297630430788,0.36618923756470223,0.0018547719376009516,0.46078431372549017,0.017335479767499603,0.8773234200743494,0.5324543391923693
Hiroki Yasumoto,51,0.05105105105105105,0.0012211483630189493,0.2843675083859842,0.0010001764722115053,0.5,0.012866482239257545,0.6812933025404158,0.26549707424185504
Mary Elizabeth Winstead,40,0.04004004004004004,0.007066363536502319,0.38796732928280786,0.0012935474398815562,0.39215686274509803,0.07445388594205843,0.9294998030720757,0.35713986234089157
Sanjay Dutt,36,0.036036036036036036,0.0007323113806486316,0.28008218625221754,0.001155953774220546,0.35294117647058826,0.007715910415199548,0.6710264429911856,0.3141585569783129
David Oyelowo,38,0.03803803803803804,0.0022861271510751582,0.3832875677233654,0.001218655005678442,0.37254901960784315,0.024087502613747952,0.9182879377431907,0.3337450747366317
Bradley Cooper,54,0.05405405405405406,0.018547325927217417,0.40354324008564074,0.0015244705769950203,0.5294117647058824,0.19542165952570725,0.9668168783285539,0.42927528967961504
Michael Sheen,39,0.03903903903903904,0.002196490860658639,0.38121093229452363,0.001168700424331298,0.38235294117647056,0.023143060665854042,0.913312693498452,0.31814033664911523
Lake Bell,44,0.044044044044044044,0.003406799353116047,0.3795950092674563,0.0016257708007178949,0.43137254901960786,0.035895329918156325,0.9094412331406552,0.46091930343717713
Kenta Miyake,67,0.06706706706706707,0.00016116658864346548,0.25381320511441613,0.0015231249186648962,0.6568627450980392,0.0016981122958854569,0.6080906982736408,0.42885493492474386
Steve Zahn,46,0.04604604604604605,0.002153453510219248,0.3718569456583802,0.0013547179473742592,0.45098039215686275,0.02268960282090868,0.8909022272555681,0.37624821481552734
Glenn Close,31,0.031031031031031032,0.0015113169503674652,0.3714362930049205,0.0010072038498816845,0.30392156862745096,0.015923808513912837,0.8898944193061841,0.2676922760637491
Christina Hendricks,38,0.03803803803803804,0.0048696468410218815,0.3960792316240648,0.0011691379400718608,0.37254901960784315,0.05130844579488036,0.9489344591877764,0.31827700716774504
Greg Kinnear,57,0.057057057057057055,0.0036152237481685006,0.3938620747897038,0.0015791298668348017,0.5588235294117647,0.03809136838357314,0.9436225509796083,0.446349677633588
Sanjay Mishra,36,0.036036036036036036,0.0011142017349280349,0.27113929233389733,0.0013378494223212699,0.35294117647058826,0.01173965200916299,0.6496008808147536,0.37097884995897135
Don Cheadle,56,0.056056056056056056,0.0040342777564197334,0.38996399408117544,0.0017546946599402825,0.5490196078431373,0.042506680329063996,0.934283452098179,0.5011923475132881
