Actor,Degree,DegreeCentrality,Betweenness,Closeness,PageRank,Degree_norm,Betweenness_norm,Closeness_norm,PageRank_norm,Community_Louvain
Dee Bradley Baker,28,0.028028028028028,0.0011747540327713,0.3547169784116129,0.0010367718738218,0.2745098039215686,0.0123776539820122,0.8498379546272956,0.276928691561757,4
Diedrich Bader,21,0.021021021021021,0.001417910376267,0.3664616997950332,0.0007362275827033,0.2058823529411764,0.0149396414273504,0.8779761904761906,0.1830451113149054,4
Mahesh Manjrekar,17,0.017017017017017,0.0001679853811723,0.263100707545152,0.0006461050909286,0.1666666666666666,0.0017699576798063,0.6303418803418804,0.1548927808977004,0
Julianne Moore,29,0.029029029029029,0.0014148996137632,0.369208788998894,0.0010682064285324,0.284313725490196,0.0149079188918622,0.8845577211394303,0.2867481711756184,5
Samira Wiley,30,0.03003003003003,0.00442235410589,0.377268881290329,0.0009588015172185,0.2941176470588235,0.0465955999142253,0.9038682497127538,0.2525724271196848,5
Cameron Diaz,40,0.04004004004004,0.0016613286143047,0.372137910483207,0.0013189087723596,0.392156862745098,0.0175043882928999,0.8915753683415187,0.3650621977943937,5
Oscar Isaac,24,0.024024024024024,0.0014375730159691,0.3574198291179423,0.0008404282626786,0.2352941176470588,0.0151468144557598,0.8563134978229319,0.2155951652980816,6
Hiroki Touchi,48,0.048048048048048,0.0010180678571329,0.280002572214056,0.0008398864204375,0.4705882352941176,0.0107267490166194,0.6708357021034679,0.215425905421818,1
Vipin Sharma,23,0.023023023023023,7.003252942499726e-05,0.2393800848235842,0.000736866828141,0.2254901960784313,0.0007378892879071,0.5735115431348725,0.183244797857364,0
Sterling K. Brown,43,0.043043043043043,0.006321096191584,0.399290250931921,0.001296113728817,0.4215686274509804,0.066601466574125,0.9566274827725983,0.3579415158752839,5
Rajkummar Rao,18,0.018018018018018,7.706722786561861e-05,0.2389735684252909,0.0006354294003619,0.1764705882352941,0.0008120095383908,0.5725376031052888,0.1515579245000722,0
Craig Robinson,44,0.044044044044044,0.0013857339097466,0.3651034281130649,0.0012998498620626,0.4313725490196078,0.0146006179740631,0.8747220163083766,0.3591086036415064,5
Luis Tosar,7,0.007007007007007,0.0047312383033915,0.263100707545152,0.0010040438962802,0.0686274509803921,0.0498501209548256,0.6303418803418804,0.2667051744408337,7
Damián Alcázar,10,0.01001001001001,0.0,0.279684568157027,0.0006338941740262,0.0980392156862745,0.0,0.6700738216922204,0.151078352772553,7
Seth Green,21,0.021021021021021,0.0016805455540196,0.3426257561909736,0.0007826498062059,0.2058823529411764,0.0177068652572251,0.8208695652173913,0.1975464166939752,5
Soma Saito,45,0.045045045045045,4.991771408117337e-05,0.2511598799207162,0.0008291583203467,0.4411764705882353,0.0005259519654613,0.6017338092809792,0.2120746774147033,1
Michael Stuhlbarg,28,0.028028028028028,0.0012804097282574,0.37171662228266,0.00089534577908,0.2745098039215686,0.0134908824566321,0.8905660377358491,0.2327502176826632,5
Natalie Dormer,25,0.025025025025025,0.000717072507852,0.3506760587572264,0.0008945662494932,0.2450980392156862,0.0075553478724964,0.8401566393734425,0.2325067093856265,6
Christopher Lee,16,0.016016016016016,0.0004564698896887,0.3433422966361272,0.0006217050779043,0.1568627450980392,0.0048095398612471,0.8225862669919833,0.1472707409904809,5
Debi Derryberry,19,0.019019019019019,0.0046664582279571,0.3334627789604093,0.0010058400742751,0.1862745098039215,0.0491675735140102,0.7989167230873393,0.2672662618609221,1
Kana Asumi,50,0.05005005005005,0.0025570515198035,0.2922994210828039,0.0009032849515643,0.4901960784313725,0.0269420645031876,0.7002967359050446,0.2352302446172939,1
Houko Kuwashima,46,0.046046046046046,0.0016743173356338,0.2745398687427673,0.0008748777312844,0.4509803921568627,0.0176412423864337,0.6577480490523969,0.2263564392463432,1
Woody Harrelson,26,0.026026026026026,0.0026723003749067,0.3601641861239668,0.000897280197576,0.2549019607843137,0.0281563701454719,0.8628884826325411,0.2333544884656079,5
Michael Madsen,32,0.032032032032032,0.0013057792293008,0.3588521125861745,0.0011848617056774,0.3137254901960784,0.0137581851403014,0.859744990892532,0.3231887737646693,5
Michiko Neya,35,0.035035035035035,0.0016636452513593,0.2868517906374633,0.0006387911053425,0.3431372549019608,0.0175287972594272,0.687245195107746,0.1526080489197807,1
Bobby Moynihan,37,0.037037037037037,0.0014057446472442,0.3755429085204151,0.0011126559805709,0.3627450980392157,0.0148114586928525,0.8997331300038124,0.3006332563662724,5
Kate Berlant,29,0.029029029029029,0.0008414389240288,0.3628173292998339,0.0009387826321398,0.284313725490196,0.0088657195958339,0.8692449355432781,0.2463189574671885,5
Octavia Spencer,31,0.031031031031031,0.000895038434423,0.3565143138071115,0.00103265044991,0.3039215686274509,0.0094304643634674,0.8541440463264568,0.2756412472682472,5
Chris Pine,35,0.035035035035035,0.0018804028704133,0.3710165909789262,0.0014128892643962,0.3431372549019608,0.0198126377330672,0.8888888888888891,0.3944196846157982,5
Alfre Woodard,15,0.015015015015015,0.0003183193500969,0.3432226651738847,0.0005443973293045,0.1470588235294117,0.0033539333863656,0.8222996515679443,0.123121461054524,2
Rosamund Pike,25,0.025025025025025,0.0042181504551536,0.3728421835916158,0.0008176138197665,0.2450980392156862,0.0444440328115224,0.8932626797880394,0.2084684234326502,6
Jonah Hill,32,0.032032032032032,0.0009903328202915,0.368932228108258,0.0010041348127368,0.3137254901960784,0.0104345221507187,0.8838951310861423,0.2667335747888297,5
Nikki Glaser,36,0.036036036036036,0.0009281349519601,0.3600325471670501,0.0012623045899189,0.3529411764705882,0.0097791818231706,0.8625730994152047,0.347380267172106,5
Dylan Baker,31,0.031031031031031,0.0018414625241613,0.3548447583029716,0.0010373220548515,0.3039215686274509,0.0194023474779146,0.8501440922190202,0.2771005562964526,5
Jada Pinkett Smith,32,0.032032032032032,0.0013988461746606,0.3640240388207867,0.0014842493460014,0.3137254901960784,0.0147387737696578,0.8721359940872135,0.4167110411505162,5
Mithun Chakraborty,30,0.03003003003003,0.0002340420665994,0.2802415502273255,0.0009936472442297,0.2941176470588235,0.0024659559676245,0.6714082503556188,0.2634574836813519,0
Shakti Kapoor,37,0.037037037037037,0.0007537014057593,0.2851908074838011,0.0013352219076488,0.3627450980392157,0.007941283831337,0.6832657788071802,0.3701580708196315,0
Abhishek Bachchan,40,0.04004004004004,0.0008774136941585,0.285438727629397,0.0013499985558906,0.392156862745098,0.0092447634163494,0.6838597507968706,0.3747739782981185,0
Bryce Papenbrook,37,0.037037037037037,0.0017794829257907,0.3164307899290231,0.0009549171826361,0.3627450980392157,0.0187493069254461,0.7581111468037263,0.2513590444394896,1
Bill Nighy,32,0.032032032032032,0.0011212348906455,0.3578093167631853,0.0010087064991308,0.3137254901960784,0.0118137560049307,0.8572466400290593,0.2681616714092572,6
Whoopi Goldberg,22,0.022022022022022,0.0008134671148366,0.3630847950788975,0.0007273692471703,0.2156862745098039,0.0085709980066548,0.8698857353483229,0.1802779575893472,5
Kim Coates,18,0.018018018018018,0.0002651463475002,0.3364238555495386,0.0006863376960684,0.1764705882352941,0.0027936824666269,0.8060109289617486,0.1674605824657409,5
Adam Pally,33,0.033033033033033,0.0021995054196662,0.3815062157432413,0.0010878248846738,0.3235294117647059,0.0231748232027462,0.9140201394268008,0.2928765554300993,5
Carlos Alazraqui,26,0.026026026026026,0.0014637144443437,0.3739745820231773,0.0008525675636594,0.2549019607843137,0.0154222504585227,0.8959757023538345,0.2193872221477501,4
Tim Blake Nelson,41,0.041041041041041,0.0034060320631742,0.3867487432465838,0.0013065444288253,0.4019607843137255,0.035887245460356,0.9265802905378876,0.3611998424853411,5
Richard Gere,49,0.049049049049049,0.0015827842176269,0.3771244445057615,0.0013927467240361,0.4803921568627451,0.0166768147437286,0.9035222052067382,0.388127587709762,2
Eric André,33,0.033033033033033,0.0007146143192829,0.3530641752863975,0.0010408751591861,0.3235294117647059,0.0075294474655334,0.845878136200717,0.2782104697627173,5
Benedict Cumberbatch,38,0.038038038038038,0.0012766869193254,0.37241930020758,0.0013021177577815,0.3725490196078431,0.0134516575299526,0.892249527410208,0.3598170455451043,5
Aubrey Plaza,44,0.044044044044044,0.0018340760672351,0.3856887427756653,0.0014859643166888,0.4313725490196078,0.0193245209666325,0.9240407204385278,0.4172467611522416,5
Joe Cole,43,0.043043043043043,0.0012825834121311,0.3536980427465167,0.0012353497999517,0.4215686274509804,0.0135137852142341,0.8473967684021544,0.3389601698296995,6
John Kassir,18,0.018018018018018,0.0008547875328396,0.3443023589825407,0.0006305895253998,0.1764705882352941,0.009006365600352,0.8248864033554701,0.1500460515322048,4
Miguel Sandoval,24,0.024024024024024,0.001599383902422,0.3516776326487144,0.0008727417149768,0.2352941176470588,0.016851715317697,0.8425562299178865,0.2256891936377996,5
Bruce McGill,28,0.028028028028028,0.0010222139904832,0.3480738689219255,0.000946460691826,0.2745098039215686,0.0107704342499036,0.833922261484099,0.2487174183729119,5
Anna Kendrick,41,0.041041041041041,0.002087196145555,0.3693472249902697,0.0012698500108734,0.4019607843137255,0.0219914901005476,0.8848893888263968,0.3497372945874109,5
Danielle Brooks,23,0.023023023023023,0.0014459792275088,0.3536980427465167,0.0008153057505665,0.2254901960784313,0.0152353854883641,0.8473967684021544,0.2077474321965833,5
Sam Rockwell,31,0.031031031031031,0.0019252425300277,0.3678301154029309,0.0009373079617922,0.3039215686274509,0.0202850853909556,0.8812546676624347,0.2458583021294848,5
Kevin Spacey,27,0.027027027027027,0.0009024345295273,0.350800943393536,0.0008996968283537,0.2647058823529412,0.0095083924262495,0.8404558404558405,0.2341093920064463,5
Johnny Knoxville,45,0.045045045045045,0.0012842253457788,0.3861423163657581,0.0012986641105263,0.4411764705882353,0.0135310852498038,0.925127401019208,0.3587382003339003,2
Michael Shannon,33,0.033033033033033,0.0013667081594752,0.3675556153168093,0.0010514167898562,0.3235294117647059,0.0144001554542176,0.8805970149253731,0.2815034487285183,5
Akio Otsuka,32,0.032032032032032,9.442640910574867e-05,0.2628199170354987,0.0006210426480899,0.3137254901960784,0.0009949124549226,0.6296691568836713,0.1470638121467929,1
Mamiko Noto,51,0.051051051051051,4.665187471504137e-05,0.2517375540631354,0.0009797711107232,0.5,0.0004915418434212,0.6031178124201381,0.2591228776613107,1
Chadwick Boseman,34,0.034034034034034,0.0009108896177224,0.3712962868635692,0.0011146304086889,0.3333333333333333,0.0095974784418293,0.8895589898228421,0.3012500252956306,5
Anthony Hopkins,25,0.025025025025025,0.0008956422196415,0.3473374644037549,0.0008549131329105,0.2450980392156862,0.0094368260734979,0.8321579689703809,0.2201199275942442,5
Anna Faris,46,0.046046046046046,0.0010799166370032,0.3843343929180839,0.0013955280139748,0.4509803921568627,0.0113784112157589,0.9207959422551698,0.388996402938863,2
Kevin Corrigan,32,0.032032032032032,0.0010224420468803,0.3605596812038979,0.0010191371405674,0.3137254901960784,0.0107728371385879,0.8638360175695462,0.2714199797227875,5
Chris Evans,40,0.04004004004004,0.002339406017234,0.3801810301231374,0.0012389979889101,0.392156862745098,0.0246488689521235,0.9108452335005788,0.3400997856898409,5
Vincent Tong,13,0.013013013013013,0.0018022788012098,0.323816255440187,0.0011561098396252,0.1274509803921568,0.0189894929135622,0.7758053911900066,0.3142073084581285,4
Jackie Chan,14,0.014014014014014,0.00162492050969,0.3279124663944904,0.0008690469653796,0.1372549019607843,0.0171207786959196,0.7856191744340879,0.224535033234299,4
Forest Whitaker,31,0.031031031031031,0.0015948579627062,0.370180025948534,0.000969563767892,0.3039215686274509,0.0168040283005153,0.8868846298384067,0.255934323035191,6
Jessica Brown Findlay,40,0.04004004004004,0.0004654417527125,0.3394379907129735,0.0011542991745353,0.392156862745098,0.0049040708123953,0.8132322536181943,0.3136416955807967,6
Manolo Cardona,13,0.013013013013013,0.0008785099788871,0.2996802704743076,0.0007893021789985,0.1274509803921568,0.0092563142879855,0.7179799209005172,0.1996244750479805,7
Olivia Colman,26,0.026026026026026,0.001553307212366,0.3602959213785842,0.0008667971471186,0.2549019607843137,0.0163662338379664,0.8632040965618143,0.2238322383402228,6
Katrina Kaif,31,0.031031031031031,0.0001432737743196,0.2398463718161794,0.0010754339656445,0.3039215686274509,0.001509586818818,0.5746286827367908,0.2890058985073343,0
Kaori Nazuka,46,0.046046046046046,0.0012645377887012,0.2732452285850344,0.000819089679488,0.4509803921568627,0.0133236496824766,0.6546463245492373,0.2089294503051992,1
Rishi Kapoor,18,0.018018018018018,0.0003509742150576,0.2682595449479981,0.0006926949845581,0.1764705882352941,0.0036979974270383,0.6427015250544663,0.1694464628225121,0
Divya Dutta,31,0.031031031031031,0.0011508653730274,0.2776350194614005,0.0009198486394741,0.3039215686274509,0.012125954003842,0.665163472378805,0.2404043848988324,0
Daisuke Namikawa,49,0.049049049049049,0.0002060730714548,0.2645137081227307,0.0010086117954815,0.4803921568627451,0.0021712640283182,0.6337271750805585,0.2681320880236158,1
Omoni Oboli,13,0.013013013013013,0.0004352485258742,0.2061634677792065,0.0008862984552754,0.1274509803921568,0.0045859435244861,0.4939305148597739,0.2299240280809197,3
Paul Bettany,31,0.031031031031031,0.0011069104592253,0.368242635158523,0.0010176971243048,0.3039215686274509,0.0116628283633461,0.8822429906542056,0.2709701495768271,5
Steve Blum,30,0.03003003003003,0.0096473271986239,0.3444227444227444,0.0009010597387308,0.2941176470588235,0.1016478978447232,0.8251748251748251,0.234535135930187,4
Atsuko Tanaka,43,0.043043043043043,0.0001744592596057,0.2640174347491421,0.0008342759217003,0.4215686274509804,0.0018381689180195,0.6325381935138035,0.2136733061411778,1
Matt Walsh,45,0.045045045045045,0.0012176437759363,0.3835860782901281,0.001236991249817,0.4411764705882353,0.0128295565807383,0.9190031152647976,0.3394729235059711,2
Sarah Paulson,35,0.035035035035035,0.0010178078298143,0.3595069522076822,0.0011301292096488,0.3431372549019608,0.0107240092701829,0.8613138686131389,0.3060915177699356,5
Christopher Mintz-Plasse,46,0.046046046046046,0.0006914015904643,0.3756861361743132,0.0014433674650946,0.4509803921568627,0.0072848693519201,0.9000762776506485,0.4039404197806455,2
Steven Weber,20,0.02002002002002,0.0006359100314534,0.3302209349812434,0.0007482957343826,0.196078431372549,0.0067001892425541,0.791149849145156,0.1868149426512591,5
Chris O'Dowd,22,0.022022022022022,0.0005147031016346,0.343581809922933,0.0007308874559647,0.2156862745098039,0.0054231070656315,0.8231600976630623,0.1813769704384915,5
Rikiya Koyama,37,0.037037037037037,7.437841347719989e-05,0.2474997610676002,0.000849363160759,0.3627450980392157,0.0007836791703365,0.592964824120603,0.2183862355187294,1
Will Arnett,39,0.039039039039039,0.0016406890453619,0.3748284052698056,0.0012123668215001,0.3823529411764705,0.017286921967537,0.8980213089802132,0.3317807810822444,5
Amanda Seyfried,23,0.023023023023023,0.0017338678013601,0.3556133751079599,0.0008184467388231,0.2254901960784313,0.018268688676181,0.8519855595667869,0.2087286094531642,5
Tatsuhisa Suzuki,40,0.04004004004004,0.0001360690545424,0.2638759842081567,0.000779904284686,0.392156862745098,0.0014336751590566,0.6321993035092419,0.1966887747505246,1
David Tennant,18,0.018018018018018,0.007593819346187,0.3581996541996542,0.0006014221503116,0.1764705882352941,0.0800113603758147,0.8581818181818182,0.1409347901287707,4
Connie Britton,39,0.039039039039039,0.0012873240343299,0.3557418017511914,0.0012387035823779,0.3823529411764705,0.0135637342074696,0.8522932466594438,0.3400078194136351,5
Seann William Scott,48,0.048048048048048,0.0012456977462629,0.3794487862284472,0.0014633812096771,0.4705882352941176,0.0131251438507859,0.9090909090909092,0.4101922836525563,2
Kelsey Grammer,31,0.031031031031031,0.0014197387834478,0.3759729194843699,0.001002252793074,0.3039215686274509,0.0149589062187796,0.900763358778626,0.2661456722757422,4
Ami Koshimizu,33,0.033033033033033,8.030672024417952e-05,0.2569916642444688,0.0006613560624819,0.3235294117647059,0.0008461420585786,0.6157057135403079,0.1596568567892658,1
Nana Patekar,35,0.035035035035035,0.0003218727823843,0.2434624441544856,0.0011453978025148,0.3431372549019608,0.003391373696485,0.583292140385566,0.3108610981810614,0
David Schwimmer,43,0.043043043043043,0.0021331538405091,0.3826919382474938,0.0016651237867992,0.4215686274509804,0.0224757178027584,0.9168609168609168,0.4732123309073445,5
Todd Haberkorn,29,0.029029029029029,0.0310610412932212,0.3431031170494772,0.0006397586163657,0.284313725490196,0.3272709100997868,0.8220132358063392,0.1529102785793493,1
Danny Glover,23,0.023023023023023,0.0436357403056738,0.3452678054851206,0.000830832479267,0.2254901960784313,0.4597627074991992,0.827199439186821,0.2125976486971009,5
Bob Saget,24,0.024024024024024,0.0002061177407573,0.3410834657372054,0.0007699470260666,0.2352941176470588,0.002171734681029,0.8171745152354571,0.1935783410598406,5
Chris Pratt,60,0.06006006006006,0.001752226608826,0.3902729988308435,0.0016407107280553,0.5882352941176471,0.0184621240337076,0.9350237717908084,0.4655862157975903,2
Nicole Kidman,17,0.017017017017017,0.0004287015975849,0.3433422966361272,0.0006626675083199,0.1666666666666666,0.0045169626052907,0.8225862669919833,0.1600665242965638,5
Maaya Uchida,39,0.039039039039039,0.0001233870267623,0.2631709989444427,0.0007732263967163,0.3823529411764705,0.0013000525050596,0.6305102858669517,0.1946027460033146,1
Miguel Ángel Silvestre,15,0.015015015015015,0.0031643661562602,0.2980481237667319,0.0009687169968941,0.1470588235294117,0.0333409618200489,0.7140695915279879,0.2556698099657948,7
Junya Enoki,38,0.038038038038038,3.3427159476193085e-05,0.2507124074953039,0.0006478115358954,0.3725490196078431,0.0003522012285599,0.6006617459913464,0.155425837647439,1
Joe Pantoliano,18,0.018018018018018,0.0033291642371928,0.3556133751079599,0.000766785604014,0.1764705882352941,0.0350773368958348,0.8519855595667869,0.1925907807243441,5
Leslie Bibb,49,0.049049049049049,0.001539387792952,0.3790107922466522,0.0014687868064461,0.4803921568627451,0.0162195735564683,0.908041554444017,0.4118808759600471,2
Matt Damon,29,0.029029029029029,0.0017008978416544,0.3727011157960836,0.0010219430955641,0.284313725490196,0.0179213046777833,0.8929247067726069,0.2722964997861708,5
Ritchie Montgomery,29,0.029029029029029,0.0031632006224292,0.3745433646574331,0.0009010519987262,0.284313725490196,0.0333286813136093,0.8973384030418251,0.2345327181190139,5
Mae Whitman,36,0.036036036036036,0.0031951644043367,0.3742587572374806,0.0012190241708284,0.3529411764705882,0.0336654638411601,0.8966565349544072,0.3338603939990788,4
Thomas Haden Church,29,0.029029029029029,0.0013441276914573,0.370180025948534,0.0009385122369853,0.284313725490196,0.0141622390801677,0.8868846298384067,0.2462344918295702,5
Kevin James,28,0.028028028028028,0.0006439142142123,0.3540794568831952,0.0010647652677949,0.2745098039215686,0.0067845243474647,0.8483105679367363,0.2856732264842947,5
Kisho Taniyama,44,0.044044044044044,0.0017383762196258,0.2872700638813208,0.0009159044250833,0.4313725490196078,0.0183161910807201,0.6882473024205308,0.2391722970528505,1
Cherami Leigh,29,0.029029029029029,0.0006139265244051,0.2881102805057178,0.0007316297824298,0.284313725490196,0.0064685626756597,0.6902603100321733,0.1816088572794987,1
Jon Bernthal,17,0.017017017017017,0.0009620490051186,0.3459954510182821,0.0006209516814105,0.1666666666666666,0.0101365131482076,0.828942746750966,0.1470353961102909,5
Maxi Iglesias,8,0.008008008008008,0.0041210216091845,0.2601819992205623,0.0008618125876675,0.0784313725490196,0.0434206464569828,0.6233491811938722,0.2222751690460906,7
Jessica Alba,34,0.034034034034034,0.0015285036321274,0.3785738082432933,0.0011328532733956,0.3333333333333333,0.0161048939105067,0.9069946195234436,0.3069424567660431,5
Keiji Fujiwara,50,0.05005005005005,0.0001487757489539,0.2639466905276122,0.0009933001580493,0.4901960784313725,0.0015675577100357,0.6323687031082529,0.2633490614147314,1
Catherine O'Hara,28,0.028028028028028,0.0018256214038021,0.3551005944661315,0.0009147699796498,0.2745098039215686,0.0192354394265069,0.8507570295602018,0.2388179206695993,4
Kevin Hart,31,0.031031031031031,0.0029018467725673,0.3632186759030417,0.0010162709004056,0.3039215686274509,0.0305749580402989,0.8702064896755162,0.2705246278688651,5
Wyatt Russell,52,0.052052052052052,0.0021584799692188,0.3665980830104388,0.0014068276299351,0.5098039215686274,0.022742563499073,0.8783029400818758,0.3925261602262823,6
Rob Corddry,32,0.032032032032032,0.0009940986490611,0.3599010044022832,0.0011016682635938,0.3137254901960784,0.0104742003507207,0.8622579466569238,0.2972009296209883,5
Rhys Darby,26,0.026026026026026,0.0009494088165824,0.3591137619573639,0.0008321839110809,0.2549019607843137,0.010003331328351,0.8603718556325192,0.213019806964283,6
Steve Coogan,27,0.027027027027027,0.007452860238461,0.3791566778479789,0.0009080926209556,0.2647058823529412,0.0785261617619999,0.9083910700538878,0.236732057256704,5
Benicio Del Toro,39,0.039039039039039,0.0011795347334207,0.3794487862284472,0.0011721241822083,0.3823529411764705,0.0124280252570012,0.9090909090909092,0.3192098450606792,5
John DiMaggio,30,0.03003003003003,0.0014617210587807,0.3624168686714676,0.0010621226595072,0.2941176470588235,0.0154012473922952,0.8682855040470935,0.2848477324237812,4
Michael Chiklis,38,0.038038038038038,0.0015154722401337,0.3596382070277653,0.0011543948361373,0.3725490196078431,0.0159675902226678,0.8616283315078496,0.3136715782102742,5
André Holland,33,0.033033033033033,0.0007271897032485,0.3457525619687782,0.0010484557332093,0.3235294117647059,0.0076619464798583,0.8283608283608284,0.2805784782415274,5
Irrfan Khan,26,0.026026026026026,0.0005129655542675,0.2686253201660892,0.0009359273515479,0.2549019607843137,0.0054047996076555,0.6435778565584946,0.2454270291474887,0
Deon Cole,31,0.031031031031031,0.002410391412953,0.3711563862279763,0.0010311562328941,0.3039215686274509,0.0253967980006524,0.8892238131122834,0.2751744859712781,5
Ben Schwartz,31,0.031031031031031,0.00109844358404,0.3540794568831952,0.0009778222734117,0.3039215686274509,0.0115736181555677,0.8483105679367363,0.2585141027501639,5
Eddie Marsan,19,0.019019019019019,0.0005137210912859,0.339321064088546,0.000763299630973,0.1862745098039215,0.0054127602321982,0.8129521184981054,0.1915018376320744,5
Jenny Slate,34,0.034034034034034,0.0009310403490056,0.3664616997950332,0.0011188773474804,0.3333333333333333,0.0098097941882333,0.8779761904761906,0.3025766777412647,5
Nicholas Hoult,24,0.024024024024024,0.0011599856469365,0.3543341903054133,0.0008093439281294,0.2352941176470588,0.012222048668357,0.8489208633093526,0.2058850869392239,6
Tomoaki Maeno,51,0.051051051051051,0.0003886884263496,0.2657267464389126,0.001007129925913,0.5,0.0040953686592752,0.6366333962773133,0.2676691838039785,1
Alan Cumming,32,0.032032032032032,0.0023569925474616,0.3675556153168093,0.0012368362879878,0.3137254901960784,0.0248341673038034,0.8805970149253731,0.3394245167594172,5
Eddie Izzard,33,0.033033033033033,0.0011098810340663,0.3744010068601479,0.0010120965430351,0.3235294117647059,0.0116941274663787,0.8969973394146712,0.2692206482999726,6
Brian Drummond,13,0.013013013013013,0.0027790124934403,0.3158220740779253,0.0008450786382024,0.1274509803921568,0.0292807294939392,0.7566527733247836,0.2170478427122542,4
Stephen Root,26,0.026026026026026,0.001006540272092,0.3727011157960836,0.0008725840520401,0.2549019607843137,0.0106052900091132,0.8929247067726069,0.2256399431232985,4
Heather Graham,21,0.021021021021021,0.0004534337102736,0.3441820576691296,0.0007153163095054,0.2058823529411764,0.0047775495235431,0.8245981830887491,0.1765128787842703,5
Stephen Lang,16,0.016016016016016,0.0007690487022325,0.3378083158604421,0.0005980492094197,0.1568627450980392,0.0081029887670132,0.8093278463648834,0.139881155851729,5
Missi Pyle,16,0.016016016016016,0.0008488432358672,0.3464822543260813,0.0005914633449333,0.1568627450980392,0.0089437342332413,0.8301090397467465,0.1378238732638588,5
Zach Galifianakis,40,0.04004004004004,0.0015958356267335,0.3696244086487989,0.0012218629215841,0.392156862745098,0.0168143293394589,0.8855534709193246,0.334747158753052,5
Patrick Wilson,16,0.016016016016016,0.0004612300944213,0.3455100136966149,0.0006165701737854,0.1568627450980392,0.0048596951834843,0.8277797264117854,0.1456667072518476,5
Toby Kebbell,40,0.04004004004004,0.0003899536330479,0.3403763127329126,0.0011088579815024,0.392156862745098,0.0041086993568427,0.8154803040774016,0.2994468430459533,6
Mary Steenburgen,29,0.029029029029029,0.0006621658203497,0.3578093167631853,0.0009524345323933,0.284313725490196,0.006976830191141,0.8572466400290593,0.2505835178359989,5
Anika Noni Rose,22,0.022022022022022,0.0013212565538057,0.3649681545198403,0.0007343324900248,0.2156862745098039,0.0139212601006294,0.8743979251574657,0.1824531250725573,4
Shahid Kapoor,26,0.026026026026026,0.0004490920944651,0.2836305928733225,0.0008756841424025,0.2549019607843137,0.0047318046129474,0.6795277857759863,0.2266083447562923,0
Maria Bello,31,0.031031031031031,0.0015595989474862,0.3790107922466522,0.0009630728856231,0.3039215686274509,0.0164325259451586,0.908041554444017,0.2539067108516573,5
J.K. Simmons,32,0.032032032032032,0.0028722683812837,0.3774134287544249,0.0010015421056272,0.3137254901960784,0.0302633088929551,0.9042145593869731,0.2659236687843639,5
Snoop Dogg,38,0.038038038038038,0.0012244576891358,0.3748284052698056,0.0011287524119767,0.3725490196078431,0.0129013505541951,0.8980213089802132,0.3056614357535551,5
Sigourney Weaver,28,0.028028028028028,0.0009003572634704,0.3707373161644897,0.0008582292801723,0.2745098039215686,0.0094865055633282,0.8882197967632669,0.2211558207612873,6
Richard Jenkins,39,0.039039039039039,0.001760425415616,0.3798877936941955,0.0011746653862225,0.3823529411764705,0.0185485097712158,0.9101426918627074,0.3200036626045002,5
Method Man,12,0.012012012012012,0.0005987174336885,0.3147121562457026,0.000547778540567,0.1176470588235294,0.0063083139282458,0.7539936102236422,0.1241776788176977,5
Eddie Murphy,23,0.023023023023023,0.0005940857564038,0.3557418017511914,0.0008130378419989,0.2254901960784313,0.00625951281994,0.8522932466594438,0.2070389862793043,5
Courtney B. Vance,31,0.031031031031031,0.000820252481283,0.3616185936303411,0.0010214369479136,0.3039215686274509,0.0086424912006962,0.8663729809104259,0.2721383901332404,5
Maurice LaMarche,19,0.019019019019019,0.0003829354177032,0.3469704293938179,0.0006967700686858,0.1862745098039215,0.0040347527785084,0.8312786192321239,0.1707194315629706,4
Jason Sudeikis,50,0.05005005005005,0.0010547767822301,0.382098157117552,0.0014246174326546,0.4901960784313725,0.0111135281722808,0.9154383242823896,0.3980833124349452,2
Lacey Chabert,15,0.015015015015015,0.0006078502650217,0.3445432140780165,0.0005871262548939,0.1470588235294117,0.0064045409025445,0.8254634487583072,0.136469059505022,4
Ryo Hirohashi,43,0.043043043043043,3.307602296881994e-05,0.2512239349780793,0.0008486491504189,0.4215686274509804,0.0003485015211595,0.6018872736546799,0.2181631940268807,1
Sacha Baron Cohen,35,0.035035035035035,0.0012878903227266,0.3744010068601479,0.001259877113584,0.3431372549019608,0.0135697008367665,0.8969973394146712,0.3466219757121817,5
Evan Peters,26,0.026026026026026,0.0005323558690414,0.3352787777566539,0.0008564276963016,0.2549019607843137,0.0056091033173496,0.8032675289312458,0.2205930446617386,5
Satomi Sato,43,0.043043043043043,0.0007008330638944,0.2723386920235137,0.000832262711171,0.4215686274509804,0.0073842429326024,0.6524744263201547,0.2130444224196469,1
John Carroll Lynch,31,0.031031031031031,0.0012665112853474,0.3674185188545502,0.0010633127550915,0.3039215686274509,0.0133444431915347,0.8802685565087655,0.2852194927186653,5
James Fox,24,0.024024024024024,0.0011805210498762,0.3494320855087084,0.0008429620589105,0.2352941176470588,0.01243841746121,0.8371763036537779,0.2163866688098641,5
Matthew Mercer,28,0.028028028028028,0.011454002728716,0.3429836521758527,0.0006902403106468,0.2745098039215686,0.1206837163611263,0.8217270194986073,0.1686796754239729,1
Takuma Terashima,51,0.051051051051051,5.531439125890875e-05,0.2517375540631354,0.0008501413373067,0.5,0.0005828134027454,0.6031178124201381,0.2186293211554208,1
